monotonic_s,elapsed_s,wall_time_iso,event,mocap_valid,mocap_x,mocap_y,mocap_z,state_est_x,state_est_y,state_est_z,stabilizer_roll,stabilizer_pitch,range_z_m,target_x,target_y,target_z,box_min_x,box_max_x,mocap_stamp_s,box1_raw_x,box1_raw_y,box1_raw_z,box2_raw_x,box2_raw_y,box2_raw_z,box1_cf_x,box2_cf_x,dynamic_x_min_mm,dynamic_x_max_mm,constraint_active,manual_constraints,fpga_u1_16,fpga_u2_16,fpga_u3_16,fpga_u4_16,command
1779478539.994911,0.002121,2026-05-22T15:35:39.994,command,1,0.566510,0.037233,0.500000,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,,,,,,,,,,,,-229,1384,0,0,23388,15449,24656,14983,start_traj
1779478539.995327,0.002537,2026-05-22T15:35:39.995,command,1,0.566510,0.037233,0.500000,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,,,,,,,,,,,,-229,1384,1,0,23388,15449,24656,14983,set_constraints
1779478539.996420,0.003630,2026-05-22T15:35:39.996,sample,1,0.542797,0.053535,0.503398,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229954,1.384890,1779478539.989160776,-0.429954,0.111714,0.477549,1.584890,0.111643,0.316396,-0.429954,1.584890,-229,1384,1,0,23388,15449,24656,14983,set_constraints
1779478540.006509,0.013719,2026-05-22T15:35:40.006,sample,1,0.542906,0.053427,0.503473,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229967,1.384889,1779478540.005514145,-0.429967,0.111719,0.477530,1.584889,0.111647,0.316393,-0.429967,1.584889,-229,1384,1,0,23388,15449,24656,14983,set_constraints
1779478540.017276,0.024486,2026-05-22T15:35:40.017,sample,1,0.542965,0.053370,0.503510,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229953,1.384888,1779478540.014347792,-0.429953,0.111716,0.477540,1.584888,0.111642,0.316388,-0.429953,1.584888,-229,1384,1,0,23388,15449,24656,14983,set_constraints
1779478540.028088,0.035298,2026-05-22T15:35:40.028,sample,1,0.543020,0.053318,0.503562,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229965,1.384894,1779478540.023831129,-0.429965,0.111726,0.477533,1.584894,0.111645,0.316389,-0.429965,1.584894,-229,1384,1,0,23388,15449,24656,14983,set_constraints
1779478540.038824,0.046034,2026-05-22T15:35:40.038,sample,1,0.543070,0.053215,0.503630,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229967,1.384892,1779478540.030892611,-0.429967,0.111728,0.477533,1.584892,0.111641,0.316389,-0.429967,1.584892,-229,1384,1,0,16933,21473,18119,21783,set_constraints
1779478540.049568,0.056778,2026-05-22T15:35:40.049,sample,1,0.543196,0.053064,0.503746,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229961,1.384891,1779478540.047086954,-0.429961,0.111716,0.477533,1.584891,0.111643,0.316393,-0.429961,1.584891,-229,1384,1,0,16933,21473,18119,21783,set_constraints
1779478540.060333,0.067543,2026-05-22T15:35:40.060,sample,1,0.543258,0.053009,0.503816,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229964,1.384888,1779478540.055473566,-0.429964,0.111720,0.477537,1.584888,0.111645,0.316391,-0.429964,1.584888,-229,1384,1,0,16933,21473,18119,21783,set_constraints
1779478540.071084,0.078295,2026-05-22T15:35:40.071,sample,1,0.543314,0.052919,0.503889,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229967,1.384893,1779478540.063982487,-0.429967,0.111717,0.477531,1.584893,0.111642,0.316390,-0.429967,1.584893,-229,1384,1,0,16933,21473,18119,21783,set_constraints
1779478540.081826,0.089036,2026-05-22T15:35:40.081,sample,1,0.543392,0.052749,0.504011,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229951,1.384890,1779478540.081032276,-0.429951,0.111709,0.477548,1.584890,0.111651,0.316391,-0.429951,1.584890,-229,1384,1,0,16933,21473,18119,21783,set_constraints
1779478540.092752,0.099962,2026-05-22T15:35:40.092,sample,1,0.543447,0.052668,0.504036,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229945,1.384888,1779478540.089156628,-0.429945,0.111709,0.477547,1.584888,0.111643,0.316394,-0.429945,1.584888,-229,1384,1,0,20890,17841,21683,17408,set_constraints
1779478540.093859,0.101069,2026-05-22T15:35:40.093,command,1,0.566510,0.037233,0.500000,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,,,,,,,,,,,,-229,1384,1,0,20890,17841,21683,17408,set_constraints
1779478540.103628,0.110838,2026-05-22T15:35:40.103,sample,1,0.543463,0.052570,0.504146,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229963,1.384890,1779478540.096818447,-0.429963,0.111718,0.477538,1.584890,0.111646,0.316392,-0.429963,1.584890,-229,1384,1,0,20890,17841,21683,17408,set_constraints
1779478540.114503,0.121713,2026-05-22T15:35:40.114,sample,1,0.543480,0.052506,0.504197,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229956,1.384889,1779478540.105605602,-0.429956,0.111710,0.477544,1.584889,0.111650,0.316397,-0.429956,1.584889,-229,1384,1,0,20890,17841,21683,17408,set_constraints
1779478540.125360,0.132570,2026-05-22T15:35:40.125,sample,1,0.543526,0.052338,0.504322,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229956,1.384892,1779478540.121853352,-0.429956,0.111711,0.477546,1.584892,0.111645,0.316396,-0.429956,1.584892,-229,1384,1,0,20890,17841,21683,17408,set_constraints
1779478540.136158,0.143368,2026-05-22T15:35:40.136,sample,1,0.543522,0.052264,0.504376,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229973,1.384891,1779478540.130496979,-0.429973,0.111724,0.477524,1.584891,0.111647,0.316394,-0.429973,1.584891,-229,1384,1,0,22633,16454,23622,14750,set_constraints
1779478540.146938,0.154148,2026-05-22T15:35:40.146,sample,1,0.543551,0.052227,0.504435,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229974,1.384893,1779478540.139134884,-0.429974,0.111724,0.477518,1.584893,0.111645,0.316395,-0.429974,1.584893,-229,1384,1,0,22633,16454,23622,14750,set_constraints
1779478540.157651,0.164861,2026-05-22T15:35:40.157,sample,1,0.543569,0.052167,0.504545,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229971,1.384893,1779478540.155715704,-0.429971,0.111719,0.477521,1.584893,0.111646,0.316396,-0.429971,1.584893,-229,1384,1,0,22633,16454,23622,14750,set_constraints
1779478540.168349,0.175559,2026-05-22T15:35:40.168,sample,1,0.543567,0.052139,0.504562,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229976,1.384894,1779478540.164170027,-0.429976,0.111717,0.477517,1.584894,0.111646,0.316393,-0.429976,1.584894,-229,1384,1,0,22633,16454,23622,14750,set_constraints
1779478540.179188,0.186398,2026-05-22T15:35:40.179,sample,1,0.543594,0.052141,0.504667,0.544471,0.052319,0.503268,0.660543,-0.044285,0.000000,0.566510,0.037233,0.500000,-0.229974,1.384888,1779478540.172442913,-0.429974,0.111714,0.477516,1.584888,0.111643,0.316392,-0.429974,1.584888,-229,1384,1,0,22633,16454,23622,14750,set_constraints
1779478540.189774,0.196984,2026-05-22T15:35:40.189,sample,1,0.543631,0.052208,0.504731,0.545334,0.050604,0.504458,-0.527968,-0.178713,0.000000,0.566510,0.037233,0.500000,-0.229962,1.384893,1779478540.189006329,-0.429962,0.111706,0.477536,1.584893,0.111640,0.316389,-0.429962,1.584893,-229,1384,1,0,15503,23774,16346,21997,set_constraints
