monotonic_s,elapsed_s,wall_time_iso,event,mocap_valid,mocap_x,mocap_y,mocap_z,state_est_x,state_est_y,state_est_z,stabilizer_roll,stabilizer_pitch,range_z_m,target_x,target_y,target_z,box_min_x,box_max_x,mocap_stamp_s,box1_raw_x,box1_raw_y,box1_raw_z,box2_raw_x,box2_raw_y,box2_raw_z,box1_cf_x,box2_cf_x,dynamic_x_min_mm,dynamic_x_max_mm,constraint_active,manual_constraints,fpga_u1_16,fpga_u2_16,fpga_u3_16,fpga_u4_16,command
1779490127.276828,0.002059,2026-05-22T18:48:47.276,command,1,0.724583,0.519400,0.300000,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.277025,0.002255,2026-05-22T18:48:47.277,sample,1,0.727312,0.564204,0.301541,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.276827812,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.285472,0.010702,2026-05-22T18:48:47.285,sample,1,0.727310,0.564252,0.301550,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.285007000,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.296046,0.021277,2026-05-22T18:48:47.296,sample,1,0.727284,0.564287,0.301566,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.292967558,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.306579,0.031810,2026-05-22T18:48:47.306,sample,1,0.727239,0.564300,0.301581,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.301353693,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.317302,0.042533,2026-05-22T18:48:47.317,sample,1,0.727249,0.564382,0.301599,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.309699059,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.327864,0.053095,2026-05-22T18:48:47.327,sample,1,0.727173,0.564403,0.301641,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.326869965,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.338432,0.063663,2026-05-22T18:48:47.338,sample,1,0.727154,0.564428,0.301647,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.335287333,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.349330,0.074561,2026-05-22T18:48:47.349,sample,1,0.727117,0.564421,0.301680,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.343194723,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.359973,0.085204,2026-05-22T18:48:47.359,sample,1,0.727067,0.564485,0.301710,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.359834433,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.370579,0.095810,2026-05-22T18:48:47.370,sample,1,0.727024,0.564488,0.301726,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.368291855,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.381139,0.106370,2026-05-22T18:48:47.381,sample,1,0.726982,0.564509,0.301731,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.376491070,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.391685,0.116915,2026-05-22T18:48:47.391,sample,1,0.726969,0.564576,0.301764,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.385638475,,,,,,,,,0,0,0,0,20785,17648,22306,18549,start_traj
1779490127.402335,0.127566,2026-05-22T18:48:47.402,sample,1,0.726858,0.564649,0.301766,0.725891,0.560909,0.302162,0.753633,0.380535,0.000000,0.724583,0.519400,0.300000,,,1779490127.401039124,,,,,,,,,0,0,0,0,19358,19249,20775,19261,start_traj
1779490127.413003,0.138234,2026-05-22T18:48:47.413,sample,1,0.726823,0.564703,0.301794,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.411488771,,,,,,,,,0,0,0,0,18518,20119,19147,20633,start_traj
1779490127.423589,0.148820,2026-05-22T18:48:47.423,sample,1,0.726730,0.564740,0.301775,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.418171883,,,,,,,,,0,0,0,0,20696,17546,21894,18365,start_traj
1779490127.434162,0.159393,2026-05-22T18:48:47.434,sample,1,0.726661,0.564791,0.301736,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.428328037,,,,,,,,,0,0,0,0,20696,17546,21894,18365,start_traj
1779490127.444913,0.170144,2026-05-22T18:48:47.444,sample,1,0.726496,0.564887,0.301705,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.443513393,,,,,,,,,0,0,0,0,20696,17546,21894,18365,start_traj
1779490127.455549,0.180779,2026-05-22T18:48:47.455,sample,1,0.726410,0.564949,0.301667,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.451133966,,,,,,,,,0,0,0,0,20696,17546,21894,18365,start_traj
1779490127.466175,0.191405,2026-05-22T18:48:47.466,sample,1,0.726342,0.565018,0.301663,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.459416389,,,,,,,,,0,0,0,0,20696,17546,21894,18365,start_traj
1779490127.476751,0.201981,2026-05-22T18:48:47.476,sample,1,0.726127,0.565068,0.301556,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.476196051,,,,,,,,,0,0,0,0,17318,21300,18780,21626,start_traj
1779490127.487331,0.212562,2026-05-22T18:48:47.487,sample,1,0.726014,0.565105,0.301544,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.485248089,,,,,,,,,0,0,0,0,17318,21300,18780,21626,start_traj
1779490127.497905,0.223135,2026-05-22T18:48:47.497,sample,1,0.725866,0.565127,0.301505,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.493114710,,,,,,,,,0,0,0,0,17318,21300,18780,21626,start_traj
1779490127.508582,0.233813,2026-05-22T18:48:47.508,sample,1,0.725739,0.565161,0.301430,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.501035690,,,,,,,,,0,0,0,0,17318,21300,18780,21626,start_traj
1779490127.519152,0.244382,2026-05-22T18:48:47.519,sample,1,0.725646,0.565181,0.301389,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.509855509,,,,,,,,,0,0,0,0,17318,21300,18780,21626,start_traj
1779490127.529725,0.254956,2026-05-22T18:48:47.529,sample,1,0.725399,0.565214,0.301288,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.526135206,,,,,,,,,0,0,0,0,20779,18637,21594,18471,start_traj
1779490127.540589,0.265819,2026-05-22T18:48:47.540,sample,1,0.725290,0.565259,0.301220,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.535708189,,,,,,,,,0,0,0,0,20779,18637,21594,18471,start_traj
1779490127.551222,0.276453,2026-05-22T18:48:47.551,sample,1,0.725172,0.565271,0.301216,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.543367386,,,,,,,,,0,0,0,0,20779,18637,21594,18471,start_traj
1779490127.561761,0.286991,2026-05-22T18:48:47.561,sample,1,0.724947,0.565379,0.301094,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.559170961,,,,,,,,,0,0,0,0,20779,18637,21594,18471,start_traj
1779490127.572380,0.297610,2026-05-22T18:48:47.572,sample,1,0.724832,0.565383,0.301089,0.725559,0.561787,0.302341,0.498549,0.670096,0.000000,0.724583,0.519400,0.300000,,,1779490127.568051577,,,,,,,,,0,0,0,0,20779,18637,21594,18471,start_traj
1779490127.583038,0.308269,2026-05-22T18:48:47.583,sample,1,0.724738,0.565430,0.301044,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.576679945,,,,,,,,,0,0,0,0,18242,21105,18773,21631,start_traj
1779490127.593645,0.318876,2026-05-22T18:48:47.593,sample,1,0.724520,0.565484,0.300946,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.592802286,,,,,,,,,0,0,0,0,18242,21105,18773,21631,start_traj
1779490127.604278,0.329509,2026-05-22T18:48:47.604,sample,1,0.724394,0.565524,0.300893,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.601784706,,,,,,,,,0,0,0,0,18242,21105,18773,21631,start_traj
1779490127.614950,0.340181,2026-05-22T18:48:47.614,sample,1,0.724244,0.565571,0.300861,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.609540939,,,,,,,,,0,0,0,0,18242,21105,18773,21631,start_traj
1779490127.625532,0.350762,2026-05-22T18:48:47.625,sample,1,0.724083,0.565593,0.300816,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.617942095,,,,,,,,,0,0,0,0,19764,19363,20832,19966,start_traj
1779490127.636240,0.361470,2026-05-22T18:48:47.636,sample,1,0.723805,0.565679,0.300753,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.634971857,,,,,,,,,0,0,0,0,19764,19363,20832,19966,start_traj
1779490127.646791,0.372022,2026-05-22T18:48:47.646,sample,1,0.723630,0.565671,0.300759,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.643977642,,,,,,,,,0,0,0,0,19764,19363,20832,19966,start_traj
1779490127.657363,0.382594,2026-05-22T18:48:47.657,sample,1,0.723510,0.565749,0.300749,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.650763750,,,,,,,,,0,0,0,0,19764,19363,20832,19966,start_traj
1779490127.668058,0.393289,2026-05-22T18:48:47.668,sample,1,0.723356,0.565793,0.300798,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.659339428,,,,,,,,,0,0,0,0,19764,19363,20832,19966,start_traj
1779490127.678744,0.403975,2026-05-22T18:48:47.678,sample,1,0.723058,0.565927,0.300832,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.676278114,,,,,,,,,0,0,0,0,19041,20282,20178,20088,start_traj
1779490127.689393,0.414623,2026-05-22T18:48:47.689,sample,1,0.722912,0.565965,0.300891,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.684632063,,,,,,,,,0,0,0,0,19041,20282,20178,20088,start_traj
1779490127.699965,0.425196,2026-05-22T18:48:47.699,sample,1,0.722779,0.566027,0.300901,0.723604,0.562632,0.301912,0.827688,0.505553,0.000000,0.724583,0.519400,0.300000,,,1779490127.693023920,,,,,,,,,0,0,0,0,19041,20282,20178,20088,start_traj
