monotonic_s,elapsed_s,wall_time_iso,event,mocap_valid,mocap_x,mocap_y,mocap_z,state_est_x,state_est_y,state_est_z,stabilizer_roll,stabilizer_pitch,range_z_m,target_x,target_y,target_z,box_min_x,box_max_x,mocap_stamp_s,box1_raw_x,box1_raw_y,box1_raw_z,box2_raw_x,box2_raw_y,box2_raw_z,box1_cf_x,box2_cf_x,dynamic_x_min_mm,dynamic_x_max_mm,constraint_active,manual_constraints,fpga_u1_16,fpga_u2_16,fpga_u3_16,fpga_u4_16,command
1779478971.155617,0.001789,2026-05-22T15:42:51.155,command,1,0.438454,-0.033564,0.500000,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,,,,,,,,,,,,-621,1532,0,0,19897,17929,21062,18064,start_traj
1779478971.156271,0.002442,2026-05-22T15:42:51.156,command,1,0.438454,-0.033564,0.500000,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,,,,,,,,,,,,-621,1532,1,0,19897,17929,21062,18064,set_constraints
1779478971.163727,0.009899,2026-05-22T15:42:51.163,sample,1,0.436200,-0.018722,0.504035,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621311,1.532151,1779478971.162875652,-0.821311,0.006702,0.474777,1.732151,0.031699,0.318155,-0.821311,1.732151,-621,1532,1,0,19897,17929,21062,18064,set_constraints
1779478971.174312,0.020484,2026-05-22T15:42:51.174,sample,1,0.436309,-0.018688,0.504072,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621330,1.532151,1779478971.170698643,-0.821330,0.006707,0.474767,1.732151,0.031697,0.318149,-0.821330,1.732151,-621,1532,1,0,19897,17929,21062,18064,set_constraints
1779478971.184859,0.031031,2026-05-22T15:42:51.184,sample,1,0.436416,-0.018621,0.504109,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621324,1.532155,1779478971.179728508,-0.821324,0.006710,0.474760,1.732155,0.031701,0.318153,-0.821324,1.732155,-621,1532,1,0,19651,17892,20997,18175,set_constraints
1779478971.195416,0.041587,2026-05-22T15:42:51.195,sample,1,0.436578,-0.018570,0.504163,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621311,1.532158,1779478971.187464237,-0.821311,0.006707,0.474761,1.732158,0.031696,0.318150,-0.821311,1.732158,-621,1532,1,0,19651,17892,20997,18175,set_constraints
1779478971.206122,0.052293,2026-05-22T15:42:51.206,sample,1,0.436810,-0.018486,0.504237,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621315,1.532168,1779478971.204174519,-0.821315,0.006705,0.474764,1.732168,0.031697,0.318148,-0.821315,1.732168,-621,1532,1,0,19651,17892,20997,18175,set_constraints
1779478971.216712,0.062883,2026-05-22T15:42:51.216,sample,1,0.436969,-0.018465,0.504267,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621306,1.532168,1779478971.212931871,-0.821306,0.006703,0.474772,1.732168,0.031697,0.318140,-0.821306,1.732168,-621,1532,1,0,19651,17892,20997,18175,set_constraints
1779478971.227291,0.073463,2026-05-22T15:42:51.227,sample,1,0.437065,-0.018449,0.504308,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621301,1.532168,1779478971.220974922,-0.821301,0.006701,0.474777,1.732168,0.031700,0.318145,-0.821301,1.732168,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.237851,0.084023,2026-05-22T15:42:51.237,sample,1,0.437196,-0.018397,0.504355,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621298,1.532174,1779478971.229179144,-0.821298,0.006704,0.474780,1.732174,0.031705,0.318141,-0.821298,1.732174,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.248636,0.094807,2026-05-22T15:42:51.248,sample,1,0.437387,-0.018348,0.504389,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621301,1.532169,1779478971.246237040,-0.821301,0.006704,0.474779,1.732169,0.031696,0.318139,-0.821301,1.732169,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.253999,0.100170,2026-05-22T15:42:51.253,command,1,0.438454,-0.033564,0.500000,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,,,,,,,,,,,,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.259485,0.105656,2026-05-22T15:42:51.259,sample,1,0.437491,-0.018325,0.504397,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621314,1.532173,1779478971.255026340,-0.821314,0.006704,0.474778,1.732173,0.031703,0.318151,-0.821314,1.732173,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.270127,0.116298,2026-05-22T15:42:51.270,sample,1,0.437593,-0.018297,0.504430,0.433212,-0.019086,0.503894,-0.345488,0.271471,0.000000,0.438454,-0.033564,0.500000,-0.621335,1.532171,1779478971.263181925,-0.821335,0.006706,0.474770,1.732171,0.031697,0.318146,-0.821335,1.732171,-621,1532,1,0,16579,21211,17595,21230,set_constraints
1779478971.280928,0.127099,2026-05-22T15:42:51.280,sample,1,0.437766,-0.018258,0.504419,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621414,1.532164,1779478971.279641628,-0.821414,0.006719,0.474721,1.732164,0.031696,0.318151,-0.821414,1.732164,-621,1532,1,0,20468,18032,21332,17244,set_constraints
1779478971.291550,0.137721,2026-05-22T15:42:51.291,sample,1,0.437864,-0.018217,0.504440,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621429,1.532168,1779478971.288132668,-0.821429,0.006725,0.474717,1.732168,0.031701,0.318144,-0.821429,1.732168,-621,1532,1,0,20468,18032,21332,17244,set_constraints
1779478971.302144,0.148315,2026-05-22T15:42:51.302,sample,1,0.437959,-0.018204,0.504408,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621427,1.532160,1779478971.295874596,-0.821427,0.006728,0.474720,1.732160,0.031708,0.318154,-0.821427,1.732160,-621,1532,1,0,20468,18032,21332,17244,set_constraints
1779478971.312727,0.158898,2026-05-22T15:42:51.312,sample,1,0.438047,-0.018191,0.504385,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621410,1.532160,1779478971.304358721,-0.821410,0.006723,0.474730,1.732160,0.031709,0.318148,-0.821410,1.732160,-621,1532,1,0,20468,18032,21332,17244,set_constraints
1779478971.323340,0.169511,2026-05-22T15:42:51.323,sample,1,0.438250,-0.018103,0.504321,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621389,1.532156,1779478971.320994377,-0.821389,0.006717,0.474736,1.732156,0.031702,0.318149,-0.821389,1.732156,-621,1532,1,0,20468,18032,21332,17244,set_constraints
1779478971.333944,0.180116,2026-05-22T15:42:51.333,sample,1,0.438355,-0.018074,0.504321,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621375,1.532153,1779478971.331182003,-0.821375,0.006715,0.474745,1.732153,0.031702,0.318149,-0.821375,1.732153,-621,1532,1,0,17356,21422,18130,20703,set_constraints
1779478971.344527,0.190699,2026-05-22T15:42:51.344,sample,1,0.438443,-0.018014,0.504276,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621360,1.532148,1779478971.337800264,-0.821360,0.006715,0.474760,1.732148,0.031710,0.318159,-0.821360,1.732148,-621,1532,1,0,17356,21422,18130,20703,set_constraints
1779478971.354027,0.200198,2026-05-22T15:42:51.354,command,1,0.438454,-0.033564,0.500000,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,,,,,,,,,,,,-621,1532,1,0,17356,21422,18130,20703,set_constraints
1779478971.355094,0.201266,2026-05-22T15:42:51.355,sample,1,0.438654,-0.017860,0.504217,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621353,1.532152,1779478971.354027510,-0.821353,0.006719,0.474754,1.732152,0.031710,0.318150,-0.821353,1.732152,-621,1532,1,0,17356,21422,18130,20703,set_constraints
1779478971.365629,0.211801,2026-05-22T15:42:51.365,sample,1,0.438799,-0.017766,0.504202,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621348,1.532152,1779478971.363484144,-0.821348,0.006716,0.474749,1.732152,0.031706,0.318145,-0.821348,1.732152,-621,1532,1,0,17356,21422,18130,20703,set_constraints
1779478971.376195,0.222366,2026-05-22T15:42:51.376,sample,1,0.438971,-0.017618,0.504174,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621332,1.532156,1779478971.371389627,-0.821332,0.006715,0.474756,1.732156,0.031707,0.318151,-0.821332,1.732156,-621,1532,1,0,20120,18436,21541,18107,set_constraints
1779478971.386760,0.232932,2026-05-22T15:42:51.386,sample,1,0.439141,-0.017482,0.504114,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621319,1.532161,1779478971.379742384,-0.821319,0.006712,0.474761,1.732161,0.031711,0.318150,-0.821319,1.732161,-621,1532,1,0,20120,18436,21541,18107,set_constraints
1779478971.397393,0.243565,2026-05-22T15:42:51.397,sample,1,0.439539,-0.017133,0.504069,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621315,1.532163,1779478971.395900011,-0.821315,0.006715,0.474767,1.732163,0.031716,0.318155,-0.821315,1.732163,-621,1532,1,0,20120,18436,21541,18107,set_constraints
1779478971.408003,0.254174,2026-05-22T15:42:51.408,sample,1,0.439760,-0.016918,0.503941,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621314,1.532164,1779478971.404522657,-0.821314,0.006716,0.474764,1.732164,0.031709,0.318148,-0.821314,1.732164,-621,1532,1,0,20120,18436,21541,18107,set_constraints
1779478971.418671,0.264842,2026-05-22T15:42:51.418,sample,1,0.440006,-0.016684,0.503857,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621316,1.532165,1779478971.413070917,-0.821316,0.006716,0.474760,1.732165,0.031708,0.318147,-0.821316,1.732165,-621,1532,1,0,20120,18436,21541,18107,set_constraints
1779478971.429490,0.275661,2026-05-22T15:42:51.429,sample,1,0.440281,-0.016382,0.503770,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621323,1.532164,1779478971.420787334,-0.821323,0.006716,0.474758,1.732164,0.031701,0.318151,-0.821323,1.732164,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.440078,0.286250,2026-05-22T15:42:51.440,sample,1,0.441009,-0.015583,0.503691,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621332,1.532158,1779478971.439746618,-0.821332,0.006718,0.474755,1.732158,0.031709,0.318160,-0.821332,1.732158,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.450642,0.296813,2026-05-22T15:42:51.450,sample,1,0.441371,-0.015144,0.503729,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621333,1.532157,1779478971.445908546,-0.821333,0.006714,0.474758,1.732157,0.031697,0.318154,-0.821333,1.732157,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.454890,0.301061,2026-05-22T15:42:51.454,command,1,0.438454,-0.033564,0.500000,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,,,,,,,,,,,,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.461221,0.307393,2026-05-22T15:42:51.461,sample,1,0.441789,-0.014656,0.503693,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621333,1.532151,1779478971.456386328,-0.821333,0.006715,0.474767,1.732151,0.031696,0.318156,-0.821333,1.732151,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.471802,0.317973,2026-05-22T15:42:51.471,sample,1,0.442164,-0.014223,0.503608,0.436101,-0.017426,0.504900,0.275505,0.735890,0.000000,0.438454,-0.033564,0.500000,-0.621343,1.532149,1779478971.462903500,-0.821343,0.006716,0.474758,1.732149,0.031698,0.318154,-0.821343,1.732149,-621,1532,1,0,19346,19143,20039,19822,set_constraints
1779478971.482534,0.328706,2026-05-22T15:42:51.482,sample,1,0.443347,-0.012872,0.503567,0.439320,-0.014454,0.504110,-5.255553,-3.697942,0.000000,0.438454,-0.033564,0.500000,-0.621384,1.532146,1779478971.479096889,-0.821384,0.006727,0.474728,1.732146,0.031697,0.318146,-0.821384,1.732146,-621,1532,1,0,17435,20889,18547,21493,set_constraints
1779478971.493126,0.339298,2026-05-22T15:42:51.493,sample,1,0.443926,-0.012128,0.503480,0.439320,-0.014454,0.504110,-5.255553,-3.697942,0.000000,0.438454,-0.033564,0.500000,-0.621363,1.532143,1779478971.487881660,-0.821363,0.006724,0.474725,1.732143,0.031699,0.318156,-0.821363,1.732143,-621,1532,1,0,17435,20889,18547,21493,set_constraints
1779478971.503787,0.349959,2026-05-22T15:42:51.503,sample,1,0.444625,-0.011350,0.503463,0.439320,-0.014454,0.504110,-5.255553,-3.697942,0.000000,0.438454,-0.033564,0.500000,-0.621332,1.532142,1779478971.496353626,-0.821332,0.006718,0.474751,1.732142,0.031704,0.318159,-0.821332,1.732142,-621,1532,1,0,17435,20889,18547,21493,set_constraints
1779478971.514422,0.360593,2026-05-22T15:42:51.514,sample,1,0.446149,-0.009505,0.503407,0.439320,-0.014454,0.504110,-5.255553,-3.697942,0.000000,0.438454,-0.033564,0.500000,-0.621322,1.532141,1779478971.512963295,-0.821322,0.006719,0.474752,1.732141,0.031696,0.318154,-0.821322,1.732141,-621,1532,1,0,17435,20889,18547,21493,set_constraints
1779478971.525231,0.371403,2026-05-22T15:42:51.525,sample,1,0.447090,-0.008450,0.503320,0.439320,-0.014454,0.504110,-5.255553,-3.697942,0.000000,0.438454,-0.033564,0.500000,-0.621322,1.532137,1779478971.520745993,-0.821322,0.006717,0.474745,1.732137,0.031692,0.318159,-0.821322,1.732137,-621,1532,1,0,20658,17932,21516,18605,set_constraints
