time_ms,x,y,z,yaw_deg
2.95,0.073030,-0.022179,-0.000320,0.0000
8.32,0.073030,-0.022179,-0.000320,0.0000
13.63,0.073115,-0.022217,-0.000320,0.0000
19.16,0.073105,-0.022293,-0.000314,0.0000
24.60,0.073105,-0.022293,-0.000314,0.0000
29.94,0.073163,-0.022335,-0.000310,0.0000
35.26,0.073199,-0.022381,-0.000322,0.0000
40.59,0.073199,-0.022381,-0.000322,0.0000
46.18,0.073245,-0.022473,-0.000307,0.0000
51.52,0.073266,-0.022489,-0.000322,0.0000
56.87,0.073266,-0.022489,-0.000322,0.0000
62.23,0.073388,-0.022493,-0.000328,0.0000
67.52,0.073612,-0.022505,-0.000335,0.0000
72.90,0.073612,-0.022505,-0.000335,0.0000
78.41,0.073954,-0.022566,-0.000346,0.0000
83.77,0.074373,-0.022641,-0.000349,0.0000
89.10,0.074373,-0.022641,-0.000349,0.0000
94.49,0.074874,-0.022678,-0.000385,0.0000
100.12,0.075463,-0.022765,-0.000451,0.0000
105.50,0.075463,-0.022765,-0.000451,0.0000
111.00,0.076028,-0.022819,-0.000490,0.0000
116.45,0.076028,-0.022819,-0.000490,0.0000
121.75,0.076673,-0.022821,-0.000540,0.0000
127.68,0.077318,-0.022854,-0.000705,0.0000
133.04,0.077318,-0.022854,-0.000705,0.0000
138.43,0.078165,-0.022838,-0.000698,0.0000
143.92,0.078965,-0.022847,-0.000754,0.0000
149.25,0.078965,-0.022847,-0.000754,0.0000
154.57,0.079823,-0.022843,-0.000854,0.0000
160.07,0.080850,-0.022834,-0.000938,0.0000
165.41,0.080850,-0.022834,-0.000938,0.0000
170.81,0.081898,-0.022798,-0.001034,0.0000
176.28,0.083149,-0.022675,-0.001114,0.0000
181.57,0.083149,-0.022675,-0.001114,0.0000
186.94,0.084427,-0.022712,-0.001230,0.0000
192.27,0.086010,-0.022736,-0.001349,0.0000
197.57,0.086010,-0.022736,-0.001349,0.0000
203.25,0.087621,-0.022692,-0.001497,0.0000
208.83,0.089335,-0.022577,-0.001653,0.0000
214.29,0.089335,-0.022577,-0.001653,0.0000
219.63,0.091197,-0.022525,-0.001800,0.0000
225.14,0.093308,-0.022520,-0.002004,0.0000
230.50,0.093308,-0.022520,-0.002004,0.0000
236.07,0.095523,-0.022331,-0.002210,0.0000
241.52,0.095523,-0.022331,-0.002210,0.0000
247.24,0.097972,-0.022236,-0.002365,0.0000
252.89,0.100480,-0.022161,-0.002590,0.0000
258.34,0.100480,-0.022161,-0.002590,0.0000
263.77,0.103220,-0.021964,-0.002827,0.0000
269.21,0.106079,-0.021968,-0.003077,0.0000
274.67,0.106079,-0.021968,-0.003077,0.0000
280.03,0.109179,-0.021822,-0.003338,0.0000
285.38,0.112366,-0.021666,-0.003568,0.0000
291.21,0.112366,-0.021666,-0.003568,0.0000
296.72,0.115749,-0.021562,-0.003873,0.0000
302.05,0.119219,-0.021356,-0.004038,0.0000
307.47,0.119219,-0.021356,-0.004038,0.0000
312.84,0.122941,-0.021140,-0.004290,0.0000
318.26,0.126733,-0.020995,-0.004563,0.0000
323.57,0.126733,-0.020995,-0.004563,0.0000
328.92,0.130764,-0.020802,-0.004851,0.0000
334.25,0.134985,-0.020681,-0.005107,0.0000
339.66,0.134985,-0.020681,-0.005107,0.0000
345.27,0.139355,-0.020520,-0.005368,0.0000
350.63,0.143853,-0.020334,-0.005638,0.0000
356.07,0.143853,-0.020334,-0.005638,0.0000
361.43,0.148458,-0.020131,-0.005866,0.0000
366.94,0.153279,-0.019826,-0.006053,0.0000
372.37,0.153279,-0.019826,-0.006053,0.0000
377.71,0.158271,-0.019627,-0.006256,0.0000
383.12,0.158271,-0.019627,-0.006256,0.0000
388.51,0.163293,-0.019350,-0.006480,0.0000
394.44,0.168485,-0.019126,-0.006652,0.0000
399.74,0.168485,-0.019126,-0.006652,0.0000
418.47,0.185061,-0.018213,-0.007120,0.0000
424.43,0.185061,-0.018213,-0.007120,0.0000
429.83,0.190630,-0.018000,-0.007201,0.0000
435.25,0.190630,-0.018000,-0.007201,0.0000
440.60,0.196444,-0.017657,-0.007289,0.0000
446.11,0.202466,-0.017343,-0.007341,0.0000
451.50,0.208445,-0.016911,-0.007310,0.0000
456.89,0.208445,-0.016911,-0.007310,0.0000
462.25,0.214531,-0.016697,-0.007267,0.0000
467.58,0.220623,-0.016348,-0.007205,0.0000
472.93,0.220623,-0.016348,-0.007205,0.0000
478.35,0.226946,-0.016119,-0.007271,0.0000
483.80,0.233329,-0.015694,-0.007116,0.0000
489.33,0.233329,-0.015694,-0.007116,0.0000
494.69,0.239717,-0.015518,-0.006992,0.0000
500.47,0.246071,-0.015176,-0.006991,0.0000
505.87,0.246071,-0.015176,-0.006991,0.0000
511.24,0.252710,-0.014811,-0.006634,0.0000
516.64,0.252710,-0.014811,-0.006634,0.0000
521.97,0.259180,-0.014461,-0.006538,0.0000
527.68,0.265811,-0.014153,-0.006206,0.0000
533.06,0.265811,-0.014153,-0.006206,0.0000
538.41,0.272344,-0.013787,-0.006017,0.0000
543.79,0.278808,-0.013553,-0.005800,0.0000
549.24,0.278808,-0.013553,-0.005800,0.0000
554.84,0.285283,-0.013223,-0.005500,0.0000
559.95,0.291569,-0.012844,-0.005322,0.0000
565.32,0.291569,-0.012844,-0.005322,0.0000
570.70,0.297878,-0.012521,-0.004920,0.0000
576.20,0.304119,-0.012185,-0.004604,0.0000
581.58,0.304119,-0.012185,-0.004604,0.0000
586.92,0.310205,-0.011788,-0.004294,0.0000
592.26,0.316160,-0.011420,-0.003911,0.0000
597.59,0.316160,-0.011420,-0.003911,0.0000
603.14,0.322191,-0.011079,-0.003694,0.0000
608.71,0.328126,-0.010769,-0.003421,0.0000
614.08,0.328126,-0.010769,-0.003421,0.0000
619.41,0.334087,-0.010464,-0.003076,0.0000
624.75,0.334087,-0.010464,-0.003076,0.0000
630.57,0.340022,-0.010238,-0.002911,0.0000
635.92,0.345542,-0.009827,-0.002534,0.0000
641.25,0.345542,-0.009827,-0.002534,0.0000
646.66,0.350918,-0.009359,-0.002179,0.0000
651.98,0.356550,-0.009052,-0.002098,0.0000
657.34,0.356550,-0.009052,-0.002098,0.0000
662.87,0.361807,-0.008797,-0.001720,0.0000
668.20,0.366887,-0.008483,-0.001471,0.0000
673.51,0.366887,-0.008483,-0.001471,0.0000
678.86,0.371607,-0.008047,-0.001350,0.0000
684.19,0.376382,-0.007832,-0.001151,0.0000
689.51,0.376382,-0.007832,-0.001151,0.0000
695.39,0.381095,-0.007579,-0.001070,0.0000
700.81,0.385443,-0.007040,-0.000925,0.0000
706.22,0.385443,-0.007040,-0.000925,0.0000
711.72,0.389833,-0.006795,-0.000884,0.0000
717.29,0.393785,-0.006379,-0.000762,0.0000
722.77,0.393785,-0.006379,-0.000762,0.0000
728.17,0.397888,-0.006130,-0.000723,0.0000
734.16,0.401327,-0.005942,-0.000664,0.0000
739.62,0.401327,-0.005942,-0.000664,0.0000
745.04,0.404890,-0.005657,-0.000857,0.0000
750.52,0.407967,-0.005142,-0.000844,0.0000
755.90,0.407967,-0.005142,-0.000844,0.0000
761.34,0.410818,-0.004866,-0.000884,0.0000
766.75,0.413517,-0.004615,-0.001002,0.0000
772.27,0.413517,-0.004615,-0.001002,0.0000
777.76,0.416160,-0.004205,-0.001322,0.0000
783.13,0.416160,-0.004205,-0.001322,0.0000
788.52,0.418501,-0.003917,-0.001484,0.0000
794.06,0.420720,-0.003722,-0.001869,0.0000
799.49,0.420720,-0.003722,-0.001869,0.0000
804.88,0.422750,-0.003476,-0.002112,0.0000
810.32,0.424389,-0.003137,-0.002333,0.0000
816.18,0.424389,-0.003137,-0.002333,0.0000
821.52,0.426093,-0.002694,-0.002643,0.0000
827.09,0.427239,-0.002464,-0.002931,0.0000
832.50,0.427239,-0.002464,-0.002931,0.0000
838.10,0.428192,-0.002302,-0.003369,0.0000
843.50,0.428995,-0.002048,-0.003906,0.0000
848.87,0.428995,-0.002048,-0.003906,0.0000
854.29,0.429489,-0.001770,-0.004329,0.0000
859.76,0.429871,-0.001465,-0.004808,0.0000
865.08,0.429871,-0.001465,-0.004808,0.0000
870.45,0.429980,-0.001135,-0.005281,0.0000
875.76,0.429820,-0.000775,-0.005760,0.0000
881.08,0.429820,-0.000775,-0.005760,0.0000
886.41,0.429377,-0.000464,-0.006396,0.0000
891.79,0.428833,-0.000366,-0.007009,0.0000
896.83,0.428833,-0.000366,-0.007009,0.0000
902.32,0.428076,-0.000197,-0.007608,0.0000
907.64,0.428076,-0.000197,-0.007608,0.0000
913.01,0.426905,0.000033,-0.008186,0.0000
918.32,0.425798,0.000317,-0.008768,0.0000
923.63,0.425798,0.000317,-0.008768,0.0000
928.94,0.424399,0.000378,-0.009366,0.0000
934.34,0.422727,0.000651,-0.009992,0.0000
939.63,0.422727,0.000651,-0.009992,0.0000
945.08,0.420864,0.000835,-0.010575,0.0000
950.40,0.418799,0.001118,-0.011188,0.0000
955.71,0.418799,0.001118,-0.011188,0.0000
961.07,0.416480,0.001218,-0.011779,0.0000
966.39,0.416480,0.001218,-0.011779,0.0000
971.72,0.413973,0.001398,-0.012285,0.0000
977.17,0.411598,0.001556,-0.012983,0.0000
982.52,0.411598,0.001556,-0.012983,0.0000
987.87,0.408640,0.001688,-0.013540,0.0000
993.19,0.405674,0.001849,-0.013940,0.0000
998.72,0.405674,0.001849,-0.013940,0.0000
1004.11,0.402350,0.002016,-0.014491,0.0000
1009.60,0.399284,0.002147,-0.015069,0.0000
1014.96,0.399284,0.002147,-0.015069,0.0000
1020.28,0.395960,0.002412,-0.015340,0.0000
1025.64,0.392559,0.002718,-0.015689,0.0000
1030.96,0.392559,0.002718,-0.015689,0.0000
1036.34,0.389350,0.002987,-0.016121,0.0000
1041.79,0.385767,0.003298,-0.016282,0.0000
1047.10,0.385767,0.003298,-0.016282,0.0000
1052.45,0.382409,0.003691,-0.016591,0.0000
1057.79,0.382409,0.003691,-0.016591,0.0000
1063.20,0.378946,0.003991,-0.016986,0.0000
1068.51,0.375332,0.004404,-0.017202,0.0000
1073.85,0.375332,0.004404,-0.017202,0.0000
1079.26,0.371806,0.004808,-0.017310,0.0000
1084.64,0.368113,0.005344,-0.017485,0.0000
1089.96,0.368113,0.005344,-0.017485,0.0000
1095.29,0.364309,0.005790,-0.017672,0.0000
1100.34,0.360803,0.006287,-0.017793,0.0000
1105.63,0.360803,0.006287,-0.017793,0.0000
1110.98,0.357224,0.006894,-0.017686,0.0000
1116.31,0.357224,0.006894,-0.017686,0.0000
1121.84,0.353623,0.007535,-0.017676,0.0000
1127.45,0.350004,0.008304,-0.017746,0.0000
1133.37,0.346657,0.009126,-0.017811,0.0000
1138.92,0.346657,0.009126,-0.017811,0.0000
1144.64,0.343395,0.009926,-0.017753,0.0000
1150.02,0.340279,0.010813,-0.017651,0.0000
1155.49,0.340279,0.010813,-0.017651,0.0000
1161.37,0.337266,0.011857,-0.017479,0.0000
1167.11,0.334338,0.012894,-0.017458,0.0000
1172.51,0.334338,0.012894,-0.017458,0.0000
1177.84,0.331511,0.014084,-0.017290,0.0000
1183.69,0.328895,0.015362,-0.017121,0.0000
1189.06,0.328895,0.015362,-0.017121,0.0000
1194.41,0.326485,0.016708,-0.016960,0.0000
1199.70,0.326485,0.016708,-0.016960,0.0000
1205.02,0.324275,0.018029,-0.016798,0.0000
1210.40,0.322223,0.019420,-0.016708,0.0000
1215.69,0.322223,0.019420,-0.016708,0.0000
1221.03,0.320327,0.021027,-0.016593,0.0000
1226.43,0.318568,0.022663,-0.016513,0.0000
1231.77,0.318568,0.022663,-0.016513,0.0000
1237.09,0.317010,0.024408,-0.016409,0.0000
1242.42,0.315642,0.026192,-0.016275,0.0000
1247.74,0.315642,0.026192,-0.016275,0.0000
1253.07,0.314563,0.027970,-0.016153,0.0000
1258.43,0.314563,0.027970,-0.016153,0.0000
1263.76,0.313584,0.029913,-0.016057,0.0000
1269.26,0.312941,0.031946,-0.015951,0.0000
1274.67,0.312941,0.031946,-0.015951,0.0000
1280.01,0.312402,0.033982,-0.015935,0.0000
1285.14,0.312028,0.036165,-0.016028,0.0000
1290.51,0.312028,0.036165,-0.016028,0.0000
1295.83,0.311910,0.038482,-0.016074,0.0000
1301.43,0.312113,0.040631,-0.016005,0.0000
1306.75,0.312113,0.040631,-0.016005,0.0000
