time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
1.51,-0.083619,-0.027892,0.015253,0.0000,0.000000,0.000000,0.000000,0.0000
7.42,-0.083798,-0.027837,0.015189,0.0000,0.000000,0.000000,0.000000,0.0000
13.29,-0.083913,-0.027816,0.015100,0.0000,0.600000,0.000000,0.000000,0.0000
18.86,-0.083913,-0.027816,0.015100,0.0000,0.600000,0.000000,0.000000,0.0000
24.21,-0.084032,-0.027762,0.015033,0.0000,0.600000,0.000000,0.000000,0.0000
29.87,-0.084113,-0.027768,0.014942,0.0000,0.600000,0.000000,0.000000,0.0000
35.28,-0.084113,-0.027768,0.014942,0.0000,0.600000,0.000000,0.000000,0.0000
40.65,-0.084194,-0.027748,0.014881,0.0000,0.600000,0.000000,0.000000,0.0000
46.02,-0.084194,-0.027748,0.014881,0.0000,0.600000,0.000000,0.000000,0.0000
51.44,-0.084233,-0.027767,0.014796,0.0000,0.600000,0.000000,0.000000,0.0000
57.32,-0.084236,-0.027787,0.014737,0.0000,0.600000,0.000000,0.000000,0.0000
62.71,-0.084236,-0.027787,0.014737,0.0000,0.600000,0.000000,0.000000,0.0000
68.40,-0.084190,-0.027784,0.014674,0.0000,0.600000,0.000000,0.000000,0.0000
73.79,-0.084137,-0.027835,0.014593,0.0000,0.600000,0.000000,0.000000,0.0000
79.20,-0.084137,-0.027835,0.014593,0.0000,0.600000,0.000000,0.000000,0.0000
84.59,-0.083992,-0.027844,0.014517,0.0000,0.600000,0.000000,0.000000,0.0000
90.01,-0.083784,-0.027918,0.014433,0.0000,0.600000,0.000000,0.000000,0.0000
95.37,-0.083784,-0.027918,0.014433,0.0000,0.600000,0.000000,0.000000,0.0000
100.75,-0.083463,-0.027992,0.014352,0.0000,0.600000,0.000000,0.000000,0.0000
106.22,-0.083124,-0.028042,0.014258,0.0000,0.600000,0.000000,0.000000,0.0000
111.58,-0.083124,-0.028042,0.014258,0.0000,0.600000,0.000000,0.000000,0.0000
117.15,-0.082741,-0.028091,0.014188,0.0000,0.600000,0.000000,0.000000,0.0000
122.51,-0.082356,-0.028156,0.014092,0.0000,0.600000,0.000000,0.000000,0.0000
127.90,-0.082356,-0.028156,0.014092,0.0000,0.600000,0.000000,0.000000,0.0000
133.23,-0.081885,-0.028213,0.014011,0.0000,0.600000,0.000000,0.000000,0.0000
138.30,-0.081335,-0.028341,0.013897,0.0000,0.600000,0.000000,0.000000,0.0000
143.72,-0.081335,-0.028341,0.013897,0.0000,0.600000,0.000000,0.000000,0.0000
149.10,-0.080695,-0.028431,0.013822,0.0000,0.600000,0.000000,0.000000,0.0000
154.50,-0.080695,-0.028431,0.013822,0.0000,0.556742,0.004898,0.000000,0.0000
159.92,-0.080032,-0.028534,0.013752,0.0000,0.556742,0.004898,0.000000,0.0000
165.39,-0.079296,-0.028658,0.013633,0.0000,0.556742,0.004898,0.000000,0.0000
170.75,-0.079296,-0.028658,0.013633,0.0000,0.556742,0.004898,0.000000,0.0000
176.11,-0.078513,-0.028839,0.013577,0.0000,0.556742,0.004898,0.000000,0.0000
181.45,-0.077626,-0.028978,0.013424,0.0000,0.556742,0.004898,0.000000,0.0000
186.84,-0.077626,-0.028978,0.013424,0.0000,0.556742,0.004898,0.000000,0.0000
192.18,-0.076719,-0.029110,0.013356,0.0000,0.556742,0.004898,0.000000,0.0000
197.81,-0.075679,-0.029326,0.013273,0.0000,0.556742,0.004898,0.000000,0.0000
203.14,-0.075679,-0.029326,0.013273,0.0000,0.556742,0.004898,0.000000,0.0000
208.54,-0.074562,-0.029462,0.013222,0.0000,0.556742,0.004898,0.000000,0.0000
214.14,-0.073381,-0.029674,0.013108,0.0000,0.556742,0.004898,0.000000,0.0000
219.53,-0.073381,-0.029674,0.013108,0.0000,0.556742,0.004898,0.000000,0.0000
224.89,-0.072072,-0.029838,0.012960,0.0000,0.556742,0.004898,0.000000,0.0000
230.20,-0.070697,-0.030056,0.012903,0.0000,0.556742,0.004898,0.000000,0.0000
235.56,-0.070697,-0.030056,0.012903,0.0000,0.556742,0.004898,0.000000,0.0000
241.32,-0.069230,-0.030237,0.012801,0.0000,0.556742,0.004898,0.000000,0.0000
246.76,-0.067694,-0.030429,0.012711,0.0000,0.556742,0.004898,0.000000,0.0000
252.16,-0.067694,-0.030429,0.012711,0.0000,0.556742,0.004898,0.000000,0.0000
257.57,-0.066048,-0.030658,0.012621,0.0000,0.556742,0.004898,0.000000,0.0000
263.14,-0.064295,-0.030821,0.012522,0.0000,0.556742,0.004898,0.000000,0.0000
268.62,-0.064295,-0.030821,0.012522,0.0000,0.556742,0.004898,0.000000,0.0000
273.95,-0.062466,-0.031038,0.012425,0.0000,0.556742,0.004898,0.000000,0.0000
279.32,-0.062466,-0.031038,0.012425,0.0000,0.556742,0.004898,0.000000,0.0000
284.66,-0.060562,-0.031239,0.012336,0.0000,0.556742,0.004898,0.000000,0.0000
290.07,-0.058542,-0.031460,0.012292,0.0000,0.556742,0.004898,0.000000,0.0000
295.43,-0.058542,-0.031460,0.012292,0.0000,0.556742,0.004898,0.000000,0.0000
300.95,-0.056399,-0.031545,0.012124,0.0000,0.513484,0.009796,0.000000,0.0000
306.28,-0.054182,-0.031802,0.012071,0.0000,0.513484,0.009796,0.000000,0.0000
311.75,-0.054182,-0.031802,0.012071,0.0000,0.513484,0.009796,0.000000,0.0000
317.13,-0.051900,-0.032020,0.012031,0.0000,0.513484,0.009796,0.000000,0.0000
322.79,-0.049542,-0.032206,0.011947,0.0000,0.513484,0.009796,0.000000,0.0000
328.13,-0.049542,-0.032206,0.011947,0.0000,0.513484,0.009796,0.000000,0.0000
333.51,-0.047119,-0.032404,0.011851,0.0000,0.513484,0.009796,0.000000,0.0000
338.93,-0.044609,-0.032600,0.011849,0.0000,0.513484,0.009796,0.000000,0.0000
344.49,-0.044609,-0.032600,0.011849,0.0000,0.513484,0.009796,0.000000,0.0000
349.88,-0.042080,-0.032739,0.011770,0.0000,0.513484,0.009796,0.000000,0.0000
355.20,-0.039397,-0.032957,0.011680,0.0000,0.513484,0.009796,0.000000,0.0000
360.58,-0.039397,-0.032957,0.011680,0.0000,0.513484,0.009796,0.000000,0.0000
365.95,-0.036747,-0.033119,0.011646,0.0000,0.513484,0.009796,0.000000,0.0000
371.56,-0.033984,-0.033291,0.011627,0.0000,0.513484,0.009796,0.000000,0.0000
376.96,-0.033984,-0.033291,0.011627,0.0000,0.513484,0.009796,0.000000,0.0000
382.36,-0.031139,-0.033453,0.011600,0.0000,0.513484,0.009796,0.000000,0.0000
388.14,-0.028240,-0.033610,0.011539,0.0000,0.513484,0.009796,0.000000,0.0000
393.60,-0.028240,-0.033610,0.011539,0.0000,0.513484,0.009796,0.000000,0.0000
398.95,-0.025363,-0.033833,0.011509,0.0000,0.513484,0.009796,0.000000,0.0000
404.36,-0.025363,-0.033833,0.011509,0.0000,0.513484,0.009796,0.000000,0.0000
409.72,-0.022383,-0.033922,0.011473,0.0000,0.513484,0.009796,0.000000,0.0000
415.31,-0.019258,-0.034109,0.011446,0.0000,0.513484,0.009796,0.000000,0.0000
420.69,-0.019258,-0.034109,0.011446,0.0000,0.513484,0.009796,0.000000,0.0000
426.08,-0.016201,-0.034228,0.011456,0.0000,0.470225,0.014695,0.000000,0.0000
431.43,-0.013107,-0.034294,0.011428,0.0000,0.470225,0.014695,0.000000,0.0000
436.79,-0.013107,-0.034294,0.011428,0.0000,0.470225,0.014695,0.000000,0.0000
442.14,-0.009917,-0.034487,0.011417,0.0000,0.470225,0.014695,0.000000,0.0000
447.59,-0.006784,-0.034514,0.011485,0.0000,0.470225,0.014695,0.000000,0.0000
452.95,-0.006784,-0.034514,0.011485,0.0000,0.470225,0.014695,0.000000,0.0000
458.34,-0.003557,-0.034590,0.011453,0.0000,0.470225,0.014695,0.000000,0.0000
463.74,-0.000224,-0.034717,0.011461,0.0000,0.470225,0.014695,0.000000,0.0000
469.13,-0.000224,-0.034717,0.011461,0.0000,0.470225,0.014695,0.000000,0.0000
