time_wall,time_ms,state_x,state_y,state_z,roll,pitch,yaw,u1_16,u2_16,u3_16,u4_16
2026-03-05T21:10:47.542241+00:00,1772745047542.240,0.451416,-0.562012,0.215576,-0.341553,0.133789,-0.286621,19240,20128,19100,20036
2026-03-05T21:10:47.552830+00:00,1772745047552.830,0.451416,-0.562012,0.216431,-0.350342,0.103638,-0.260010,19240,20128,19100,20036
2026-03-05T21:10:47.561668+00:00,1772745047561.668,0.451172,-0.562012,0.217163,-0.348633,0.082764,-0.244751,19240,20128,19100,20036
2026-03-05T21:10:47.571609+00:00,1772745047571.608,0.451172,-0.562012,0.218018,-0.344971,0.075684,-0.228516,19240,20128,19100,20036
2026-03-05T21:10:47.582318+00:00,1772745047582.318,0.450928,-0.562500,0.218750,-0.380859,0.033813,-0.197021,19240,20128,19100,20036
2026-03-05T21:10:47.592859+00:00,1772745047592.859,0.450684,-0.562500,0.219482,-0.395020,0.015884,-0.179688,19240,20128,19100,20036
2026-03-05T21:10:47.603324+00:00,1772745047603.324,0.450684,-0.562500,0.220215,-0.406494,0.036987,-0.151978,19240,20128,19100,20036
2026-03-05T21:10:47.612455+00:00,1772745047612.455,0.450684,-0.562500,0.221069,-0.430176,0.051300,-0.123657,19240,20128,19100,20036
2026-03-05T21:10:47.622537+00:00,1772745047622.536,0.450439,-0.562500,0.221802,-0.460693,-0.000382,-0.111877,19240,20128,19100,20036
2026-03-05T21:10:47.632402+00:00,1772745047632.403,0.450195,-0.562500,0.222534,-0.493652,0.000000,-0.067017,19240,20128,19100,20036
2026-03-05T21:10:47.642432+00:00,1772745047642.432,0.450195,-0.562988,0.223267,-0.497803,-0.008026,-0.023712,19240,20128,19100,20036
2026-03-05T21:10:47.652961+00:00,1772745047652.961,0.449951,-0.562988,0.224121,-0.492432,-0.034485,-0.005226,19240,20128,19100,20036
2026-03-05T21:10:47.662512+00:00,1772745047662.511,0.449951,-0.562988,0.224854,-0.494141,-0.073975,0.008514,19240,20128,19100,20036
2026-03-05T21:10:47.671909+00:00,1772745047671.909,0.449951,-0.562988,0.225708,-0.482910,-0.085938,0.030167,19240,20128,19100,20036
2026-03-05T21:10:47.682441+00:00,1772745047682.441,0.449707,-0.562988,0.226440,-0.485107,-0.071289,0.056580,19240,20128,19100,20036
2026-03-05T21:10:47.692370+00:00,1772745047692.370,0.449707,-0.562988,0.227173,-0.505371,-0.096985,0.072754,19240,20128,19100,20036
2026-03-05T21:10:47.703680+00:00,1772745047703.680,0.449463,-0.562988,0.227905,-0.519043,-0.141968,0.103088,19240,20128,19100,20036
2026-03-05T21:10:47.712969+00:00,1772745047712.969,0.449463,-0.563477,0.228638,-0.524902,-0.171509,0.122864,19240,20128,19100,20036
2026-03-05T21:10:47.722508+00:00,1772745047722.508,0.449463,-0.563477,0.229370,-0.520996,-0.204590,0.137207,19240,20128,19100,20036
2026-03-05T21:10:47.732439+00:00,1772745047732.439,0.449219,-0.563477,0.230103,-0.521973,-0.214478,0.156372,19240,20128,19100,20036
2026-03-05T21:10:47.742932+00:00,1772745047742.933,0.449219,-0.563477,0.230835,-0.520020,-0.227173,0.168945,19240,20128,19100,20036
2026-03-05T21:10:47.752216+00:00,1772745047752.216,0.449219,-0.563477,0.231567,-0.473389,-0.187378,0.181152,19240,20128,19100,20036
2026-03-05T21:10:47.761858+00:00,1772745047761.858,0.448975,-0.563477,0.232300,-0.445801,-0.177734,0.199219,19240,20128,19100,20036
