time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
3.45,-0.012309,0.001236,-0.001521,0.0000,0.000000,0.000000,0.000000,0.0000
8.86,-0.012309,0.001236,-0.001521,0.0000,-0.176336,-0.242705,0.000000,0.0000
14.22,-0.012325,0.001238,-0.001286,0.0000,-0.176336,-0.242705,0.000000,0.0000
19.56,-0.012366,0.001219,-0.001031,0.0000,-0.176336,-0.242705,0.000000,0.0000
24.88,-0.012366,0.001219,-0.001031,0.0000,-0.176336,-0.242705,0.000000,0.0000
30.22,-0.012407,0.001192,-0.000786,0.0000,-0.176336,-0.242705,0.000000,0.0000
35.53,-0.012442,0.001233,-0.000518,0.0000,-0.176336,-0.242705,0.000000,0.0000
40.89,-0.012442,0.001233,-0.000518,0.0000,-0.176336,-0.242705,0.000000,0.0000
46.22,-0.012487,0.001159,-0.000289,0.0000,-0.176336,-0.242705,0.000000,0.0000
51.58,-0.012583,0.001049,-0.000039,0.0000,-0.176336,-0.242705,0.000000,0.0000
56.91,-0.012583,0.001049,-0.000039,0.0000,-0.176336,-0.242705,0.000000,0.0000
62.23,-0.012737,0.000811,0.000215,0.0000,-0.176336,-0.242705,0.000000,0.0000
67.62,-0.012852,0.000567,0.000436,0.0000,-0.176336,-0.242705,0.000000,0.0000
73.47,-0.012852,0.000567,0.000436,0.0000,-0.176336,-0.242705,0.000000,0.0000
78.87,-0.013069,0.000262,0.000675,0.0000,-0.176336,-0.242705,0.000000,0.0000
84.22,-0.013288,-0.000107,0.000890,0.0000,-0.176336,-0.242705,0.000000,0.0000
89.59,-0.013288,-0.000107,0.000890,0.0000,-0.176336,-0.242705,0.000000,0.0000
94.94,-0.013586,-0.000508,0.001138,0.0000,-0.176336,-0.242705,0.000000,0.0000
100.29,-0.013586,-0.000508,0.001138,0.0000,-0.176336,-0.242705,0.000000,0.0000
105.86,-0.013877,-0.000911,0.001344,0.0000,-0.176336,-0.242705,0.000000,0.0000
111.25,-0.014154,-0.001322,0.001562,0.0000,-0.176336,-0.242705,0.000000,0.0000
116.63,-0.014154,-0.001322,0.001562,0.0000,-0.176336,-0.242705,0.000000,0.0000
121.96,-0.014443,-0.001816,0.001802,0.0000,-0.176336,-0.242705,0.000000,0.0000
127.59,-0.014803,-0.002323,0.002022,0.0000,-0.176336,-0.242705,0.000000,0.0000
132.97,-0.014803,-0.002323,0.002022,0.0000,-0.176336,-0.242705,0.000000,0.0000
138.29,-0.015196,-0.002901,0.002227,0.0000,-0.176336,-0.242705,0.000000,0.0000
143.64,-0.015596,-0.003555,0.002397,0.0000,-0.176336,-0.242705,0.000000,0.0000
148.98,-0.015596,-0.003555,0.002397,0.0000,-0.176336,-0.242705,0.000000,0.0000
154.28,-0.016035,-0.004233,0.002625,0.0000,-0.176336,-0.242705,0.000000,0.0000
159.66,-0.016507,-0.004999,0.002823,0.0000,-0.176336,-0.242705,0.000000,0.0000
164.99,-0.016507,-0.004999,0.002823,0.0000,-0.176336,-0.242705,0.000000,0.0000
170.43,-0.017040,-0.005852,0.003009,0.0000,-0.176336,-0.242705,0.000000,0.0000
175.97,-0.017602,-0.006786,0.003191,0.0000,-0.176336,-0.242705,0.000000,0.0000
181.34,-0.017602,-0.006786,0.003191,0.0000,-0.176336,-0.242705,0.000000,0.0000
186.67,-0.018250,-0.007744,0.003419,0.0000,-0.176336,-0.242705,0.000000,0.0000
192.04,-0.018250,-0.007744,0.003419,0.0000,-0.176336,-0.242705,0.000000,0.0000
197.36,-0.018932,-0.008859,0.003582,0.0000,-0.176336,-0.242705,0.000000,0.0000
202.99,-0.019672,-0.009985,0.003761,0.0000,-0.176336,-0.242705,0.000000,0.0000
208.29,-0.019672,-0.009985,0.003761,0.0000,-0.176336,-0.242705,0.000000,0.0000
213.75,-0.020512,-0.011264,0.003886,0.0000,-0.176336,-0.242705,0.000000,0.0000
219.23,-0.021332,-0.012581,0.004004,0.0000,-0.176336,-0.242705,0.000000,0.0000
224.59,-0.021332,-0.012581,0.004004,0.0000,-0.176336,-0.242705,0.000000,0.0000
229.94,-0.022323,-0.014057,0.004109,0.0000,-0.176336,-0.242705,0.000000,0.0000
235.31,-0.023294,-0.015479,0.004217,0.0000,-0.176336,-0.242705,0.000000,0.0000
240.65,-0.023294,-0.015479,0.004217,0.0000,-0.176336,-0.242705,0.000000,0.0000
246.01,-0.024402,-0.017110,0.004339,0.0000,-0.176336,-0.242705,0.000000,0.0000
251.49,-0.025451,-0.018786,0.004452,0.0000,-0.176336,-0.242705,0.000000,0.0000
256.88,-0.025451,-0.018786,0.004452,0.0000,-0.176336,-0.242705,0.000000,0.0000
262.22,-0.026616,-0.020563,0.004545,0.0000,-0.176336,-0.242705,0.000000,0.0000
267.58,-0.027837,-0.022516,0.004633,0.0000,-0.176336,-0.242705,0.000000,0.0000
272.95,-0.027837,-0.022516,0.004633,0.0000,-0.176336,-0.242705,0.000000,0.0000
278.71,-0.029144,-0.024458,0.004750,0.0000,-0.176336,-0.242705,0.000000,0.0000
284.10,-0.030440,-0.026458,0.004854,0.0000,-0.176336,-0.242705,0.000000,0.0000
289.44,-0.030440,-0.026458,0.004854,0.0000,-0.176336,-0.242705,0.000000,0.0000
294.79,-0.031845,-0.028665,0.004914,0.0000,-0.176336,-0.242705,0.000000,0.0000
300.40,-0.033286,-0.030870,0.004982,0.0000,-0.176336,-0.242705,0.000000,0.0000
305.89,-0.033286,-0.030870,0.004982,0.0000,-0.176336,-0.242705,0.000000,0.0000
311.28,-0.034787,-0.033162,0.005059,0.0000,-0.176336,-0.242705,0.000000,0.0000
316.63,-0.034787,-0.033162,0.005059,0.0000,-0.176336,-0.242705,0.000000,0.0000
321.99,-0.036384,-0.035508,0.005141,0.0000,-0.176336,-0.242705,0.000000,0.0000
327.28,-0.037975,-0.037972,0.005157,0.0000,-0.176336,-0.242705,0.000000,0.0000
332.64,-0.037975,-0.037972,0.005157,0.0000,-0.176336,-0.242705,0.000000,0.0000
