wall_time,monotonic_s,mode,backend,commands_enabled,command_sent,fault_count,fault_reason,state_age_s,mocap_age_s,state_x,state_y,state_z,state_vx,state_vy,state_vz,state_qx,state_qy,state_qz,state_qw,state_omega_x,state_omega_y,state_omega_z,ref_t_s,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_yaw_deg,ref_next_x,ref_next_y,ref_next_z,e0_x,e0_y,e0_z,e0_phi_x,e0_phi_y,e0_phi_z,e0_vx,e0_vy,e0_vz,e0_omega_x,e0_omega_y,e0_omega_z,bound_ex_min,bound_ex_max,bound_ey_min,bound_ey_max,request_epoch,output_epoch,selected_position_index,loihi_latency_s,u0_0,u0_1,u0_2,u0_3,selected_ep_x,selected_ep_y,selected_ep_z,cmd_x,cmd_y,cmd_z,cmd_yaw_deg
2026-05-20T19:54:03.020,2401902.962726,IDLE,real,1,0,0,,0.002565,0.000860,-0.189000,-0.570000,0.037000,-0.002000,0.003000,-0.004000,0.001383771,-0.004151312,0.001383771,0.999989468,0.028000,-0.022000,-0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.031,2401902.973625,IDLE,real,1,0,0,,0.003064,0.003240,-0.189000,-0.570000,0.037000,-0.003000,0.003000,-0.004000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.005000,-0.002000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.041,2401902.984533,IDLE,real,1,0,0,,0.004092,0.005113,-0.189000,-0.570000,0.037000,-0.003000,0.003000,-0.004000,0.001383771,-0.004151312,0.001383771,0.999989468,0.003000,-0.001000,-0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.052,2401902.994898,IDLE,real,1,0,0,,0.004280,0.007706,-0.189000,-0.570000,0.037000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.002000,0.003000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.062,2401903.004901,IDLE,real,1,0,0,,0.004586,0.001150,-0.189000,-0.570000,0.037000,-0.003000,0.003000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.009000,-0.011000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.073,2401903.015924,IDLE,real,1,0,0,,0.004869,0.003633,-0.189000,-0.570000,0.037000,-0.003000,0.003000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.015000,0.017000,0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.083,2401903.026190,IDLE,real,1,0,0,,0.005321,0.004913,-0.189000,-0.570000,0.037000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.026000,-0.032000,-0.003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.094,2401903.037271,IDLE,real,1,0,0,,0.006112,0.000139,-0.189000,-0.570000,0.037000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.020000,0.023000,0.001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.105,2401903.048127,IDLE,real,1,0,0,,0.007475,0.002911,-0.189000,-0.570000,0.037000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.009000,0.002000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.116,2401903.059132,IDLE,real,1,0,0,,0.008279,0.005744,-0.189000,-0.570000,0.037000,-0.002000,0.004000,-0.004000,0.001383771,-0.004151312,0.001383771,0.999989468,0.017000,-0.016000,-0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.127,2401903.070011,IDLE,real,1,0,0,,0.009662,0.000301,-0.189000,-0.570000,0.038000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.017000,0.005000,-0.006000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.137,2401903.080222,IDLE,real,1,0,0,,0.000007,0.001456,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.019000,0.018000,0.005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.147,2401903.090488,IDLE,real,1,0,0,,0.000262,0.003543,-0.189000,-0.570000,0.038000,-0.002000,0.005000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.020000,-0.025000,0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.158,2401903.101473,IDLE,real,1,0,0,,0.000803,0.006923,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.008000,0.005000,0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.169,2401903.111773,IDLE,real,1,0,0,,0.001569,0.000238,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,0.008000,-0.014000,0.009000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.179,2401903.122115,IDLE,real,1,0,0,,0.001504,0.002265,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.006000,0.005000,-0.001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.189,2401903.132459,IDLE,real,1,0,0,,0.002071,0.002261,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.005000,-0.001000,0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.200,2401903.142720,IDLE,real,1,0,0,,0.002584,0.005519,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,0.008000,-0.015000,0.001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.210,2401903.153481,IDLE,real,1,0,0,,0.002869,0.000240,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.018000,0.018000,0.008000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.220,2401903.163575,IDLE,real,1,0,0,,0.003247,0.001661,-0.189000,-0.570000,0.038000,-0.002000,0.005000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.012000,-0.011000,-0.001000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.231,2401903.174296,IDLE,real,1,0,0,,0.004256,0.004462,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.013000,0.018000,0.007000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.242,2401903.185338,IDLE,real,1,0,0,,0.004777,0.006087,-0.189000,-0.570000,0.038000,-0.002000,0.005000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.009000,-0.011000,0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.252,2401903.195546,IDLE,real,1,0,0,,0.004530,0.000722,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.009000,0.015000,0.003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.263,2401903.206373,IDLE,real,1,0,0,,0.006364,0.002550,-0.189000,-0.570000,0.038000,-0.003000,0.005000,-0.002000,0.001383771,-0.004151312,0.001383771,0.999989468,0.017000,-0.017000,-0.002000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.274,2401903.217429,IDLE,real,1,0,0,,0.006865,0.005557,-0.189000,-0.570000,0.038000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,-0.017000,0.010000,-0.011000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-20T19:54:03.285,2401903.228281,IDLE,real,1,0,0,,0.008498,0.000060,-0.189000,-0.570000,0.038000,-0.003000,0.004000,-0.003000,0.001383771,-0.004151312,0.001383771,0.999989468,0.017000,-0.020000,-0.004000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
