time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
-0.30,-0.043073,-0.044312,0.014537,0.0000,0.000000,0.000000,0.000000,0.0000
5.05,-0.043073,-0.044312,0.014537,0.0000,-0.176336,-0.242705,0.000000,0.0000
10.51,-0.042982,-0.044697,0.014546,0.0000,-0.176336,-0.242705,0.000000,0.0000
15.89,-0.042910,-0.045073,0.014566,0.0000,-0.176336,-0.242705,0.000000,0.0000
21.21,-0.042910,-0.045073,0.014566,0.0000,-0.176336,-0.242705,0.000000,0.0000
26.56,-0.042811,-0.045402,0.014556,0.0000,-0.176336,-0.242705,0.000000,0.0000
32.06,-0.042686,-0.045781,0.014547,0.0000,-0.176336,-0.242705,0.000000,0.0000
37.45,-0.042686,-0.045781,0.014547,0.0000,-0.176336,-0.242705,0.000000,0.0000
42.79,-0.042615,-0.046151,0.014552,0.0000,-0.176336,-0.242705,0.000000,0.0000
48.23,-0.042615,-0.046151,0.014552,0.0000,-0.176336,-0.242705,0.000000,0.0000
53.56,-0.042570,-0.046490,0.014572,0.0000,-0.176336,-0.242705,0.000000,0.0000
58.89,-0.042499,-0.046902,0.014612,0.0000,-0.176336,-0.242705,0.000000,0.0000
64.21,-0.042499,-0.046902,0.014612,0.0000,-0.176336,-0.242705,0.000000,0.0000
69.80,-0.042475,-0.047309,0.014647,0.0000,-0.176336,-0.242705,0.000000,0.0000
75.14,-0.042464,-0.047779,0.014665,0.0000,-0.176336,-0.242705,0.000000,0.0000
80.52,-0.042464,-0.047779,0.014665,0.0000,-0.176336,-0.242705,0.000000,0.0000
85.87,-0.042507,-0.048240,0.014682,0.0000,-0.176336,-0.242705,0.000000,0.0000
91.91,-0.042507,-0.048240,0.014682,0.0000,-0.176336,-0.242705,0.000000,0.0000
97.29,-0.042593,-0.048736,0.014647,0.0000,-0.176336,-0.242705,0.000000,0.0000
102.88,-0.042630,-0.049301,0.014629,0.0000,-0.176336,-0.242705,0.000000,0.0000
108.28,-0.042789,-0.049927,0.014634,0.0000,-0.176336,-0.242705,0.000000,0.0000
113.70,-0.042789,-0.049927,0.014634,0.0000,-0.176336,-0.242705,0.000000,0.0000
119.03,-0.042923,-0.050599,0.014633,0.0000,-0.176336,-0.242705,0.000000,0.0000
124.39,-0.043152,-0.051196,0.014605,0.0000,-0.176336,-0.242705,0.000000,0.0000
129.74,-0.043152,-0.051196,0.014605,0.0000,-0.176336,-0.242705,0.000000,0.0000
135.26,-0.043374,-0.051884,0.014558,0.0000,-0.176336,-0.242705,0.000000,0.0000
140.59,-0.043374,-0.051884,0.014558,0.0000,-0.176336,-0.242705,0.000000,0.0000
145.94,-0.043599,-0.052533,0.014527,0.0000,-0.176336,-0.242705,0.000000,0.0000
151.34,-0.043819,-0.053409,0.014506,0.0000,-0.176336,-0.242705,0.000000,0.0000
