time_ms,x,y,z,yaw_deg
2.35,-0.043783,0.031811,0.005159,0.0000
7.70,-0.043683,0.031702,0.005200,0.0000
13.15,-0.043683,0.031702,0.005200,0.0000
18.51,-0.043591,0.031572,0.005239,0.0000
23.97,-0.043519,0.031451,0.005287,0.0000
29.32,-0.043408,0.031318,0.005337,0.0000
34.69,-0.043408,0.031318,0.005337,0.0000
40.06,-0.043303,0.031170,0.005364,0.0000
45.47,-0.043100,0.031101,0.005429,0.0000
50.82,-0.043100,0.031101,0.005429,0.0000
56.14,-0.043088,0.030954,0.005430,0.0000
61.50,-0.043088,0.030954,0.005430,0.0000
66.83,-0.043018,0.030807,0.005451,0.0000
72.14,-0.042848,0.030772,0.005502,0.0000
77.52,-0.042848,0.030772,0.005502,0.0000
83.13,-0.042717,0.030686,0.005533,0.0000
88.45,-0.042424,0.030614,0.005545,0.0000
93.76,-0.042424,0.030614,0.005545,0.0000
99.11,-0.042291,0.030472,0.005565,0.0000
104.54,-0.042291,0.030472,0.005565,0.0000
109.88,-0.042026,0.030346,0.005567,0.0000
115.23,-0.041737,0.030232,0.005559,0.0000
120.56,-0.041737,0.030232,0.005559,0.0000
125.88,-0.041457,0.030117,0.005555,0.0000
131.24,-0.041153,0.030052,0.005534,0.0000
136.58,-0.041153,0.030052,0.005534,0.0000
141.91,-0.040836,0.029963,0.005492,0.0000
147.23,-0.040382,0.029963,0.005456,0.0000
152.58,-0.040382,0.029963,0.005456,0.0000
157.89,-0.040067,0.029900,0.005418,0.0000
163.25,-0.039619,0.029828,0.005377,0.0000
168.57,-0.039619,0.029828,0.005377,0.0000
173.88,-0.039116,0.029824,0.005390,0.0000
179.34,-0.038587,0.029789,0.005327,0.0000
184.76,-0.038587,0.029789,0.005327,0.0000
190.12,-0.038040,0.029717,0.005270,0.0000
195.48,-0.038040,0.029717,0.005270,0.0000
200.81,-0.037435,0.029729,0.005257,0.0000
206.66,-0.036893,0.029627,0.005168,0.0000
211.94,-0.036893,0.029627,0.005168,0.0000
217.27,-0.036301,0.029622,0.005119,0.0000
222.70,-0.035662,0.029558,0.005027,0.0000
228.13,-0.035662,0.029558,0.005027,0.0000
233.54,-0.034933,0.029553,0.004978,0.0000
238.88,-0.034143,0.029651,0.004922,0.0000
244.21,-0.034143,0.029651,0.004922,0.0000
249.52,-0.033334,0.029659,0.004782,0.0000
255.13,-0.032512,0.029678,0.004684,0.0000
260.46,-0.032512,0.029678,0.004684,0.0000
265.76,-0.031626,0.029729,0.004647,0.0000
271.08,-0.030673,0.029712,0.004595,0.0000
276.43,-0.030673,0.029712,0.004595,0.0000
281.70,-0.029673,0.029831,0.004511,0.0000
