time_ms,x,y,z,yaw_deg
1.24,-0.018157,-0.033994,0.050953,0.0000
6.61,-0.018127,-0.033796,0.050969,0.0000
11.95,-0.018127,-0.033796,0.050969,0.0000
17.61,-0.018057,-0.033767,0.050929,0.0000
23.07,-0.017969,-0.033575,0.050869,0.0000
28.41,-0.017969,-0.033575,0.050869,0.0000
33.77,-0.017908,-0.033441,0.050854,0.0000
39.20,-0.017810,-0.033350,0.050797,0.0000
44.83,-0.017810,-0.033350,0.050797,0.0000
50.20,-0.017677,-0.033245,0.050761,0.0000
55.53,-0.017459,-0.033125,0.050730,0.0000
60.89,-0.017459,-0.033125,0.050730,0.0000
66.25,-0.017193,-0.033011,0.050726,0.0000
71.61,-0.017193,-0.033011,0.050726,0.0000
76.99,-0.016734,-0.032861,0.050702,0.0000
82.36,-0.016309,-0.032769,0.050647,0.0000
87.70,-0.016309,-0.032769,0.050647,0.0000
93.06,-0.015701,-0.032692,0.050596,0.0000
98.72,-0.015083,-0.032629,0.050603,0.0000
104.09,-0.015083,-0.032629,0.050603,0.0000
109.50,-0.014365,-0.032511,0.050528,0.0000
114.86,-0.013578,-0.032432,0.050396,0.0000
120.24,-0.013578,-0.032432,0.050396,0.0000
125.72,-0.012794,-0.032407,0.050355,0.0000
131.06,-0.011881,-0.032354,0.050147,0.0000
136.36,-0.011881,-0.032354,0.050147,0.0000
141.67,-0.010922,-0.032165,0.050181,0.0000
147.46,-0.009896,-0.032081,0.050106,0.0000
152.83,-0.009896,-0.032081,0.050106,0.0000
158.24,-0.008797,-0.031979,0.050030,0.0000
163.55,-0.007556,-0.031819,0.049917,0.0000
168.88,-0.007556,-0.031819,0.049917,0.0000
174.26,-0.006205,-0.031734,0.049801,0.0000
179.60,-0.006205,-0.031734,0.049801,0.0000
184.96,-0.004696,-0.031623,0.049674,0.0000
190.35,-0.003108,-0.031490,0.049568,0.0000
195.74,-0.003108,-0.031490,0.049568,0.0000
201.11,-0.001312,-0.031396,0.049401,0.0000
206.55,0.000624,-0.031288,0.049240,0.0000
211.88,0.000624,-0.031288,0.049240,0.0000
217.26,0.002641,-0.031210,0.048980,0.0000
222.83,0.005015,-0.031090,0.048843,0.0000
228.19,0.005015,-0.031090,0.048843,0.0000
233.61,0.007443,-0.030933,0.048598,0.0000
238.95,0.010047,-0.030829,0.048309,0.0000
244.30,0.010047,-0.030829,0.048309,0.0000
250.34,0.012838,-0.030762,0.047997,0.0000
255.96,0.015741,-0.030626,0.047677,0.0000
261.29,0.015741,-0.030626,0.047677,0.0000
266.62,0.018766,-0.030529,0.047408,0.0000
271.94,0.018766,-0.030529,0.047408,0.0000
277.26,0.022115,-0.030436,0.047090,0.0000
282.62,0.025579,-0.030332,0.046799,0.0000
287.96,0.025579,-0.030332,0.046799,0.0000
293.30,0.029317,-0.030276,0.046462,0.0000
298.62,0.033151,-0.030187,0.046119,0.0000
304.03,0.033151,-0.030187,0.046119,0.0000
309.56,0.037167,-0.030141,0.045750,0.0000
314.92,0.041454,-0.030063,0.045357,0.0000
320.25,0.041454,-0.030063,0.045357,0.0000
325.54,0.045771,-0.029959,0.044898,0.0000
331.54,0.050331,-0.029880,0.044516,0.0000
336.89,0.050331,-0.029880,0.044516,0.0000
342.36,0.055088,-0.029879,0.044157,0.0000
347.79,0.060006,-0.029828,0.043770,0.0000
353.12,0.060006,-0.029828,0.043770,0.0000
358.49,0.065110,-0.029763,0.043399,0.0000
