time_ms,x,y,z,yaw_deg
1.24,-0.036553,-0.036941,0.049827,0.0000
6.66,-0.036638,-0.036943,0.049742,0.0000
12.03,-0.036638,-0.036943,0.049742,0.0000
17.49,-0.036647,-0.036916,0.049641,0.0000
22.88,-0.036647,-0.036916,0.049641,0.0000
28.91,-0.036635,-0.036914,0.049533,0.0000
34.35,-0.036587,-0.036874,0.049378,0.0000
39.67,-0.036418,-0.036805,0.049205,0.0000
45.00,-0.036418,-0.036805,0.049205,0.0000
50.32,-0.036201,-0.036806,0.048934,0.0000
55.64,-0.035951,-0.036803,0.048621,0.0000
60.91,-0.035951,-0.036803,0.048621,0.0000
66.27,-0.035560,-0.036747,0.048211,0.0000
71.60,-0.035067,-0.036676,0.047603,0.0000
76.91,-0.035067,-0.036676,0.047603,0.0000
82.27,-0.035067,-0.036676,0.047603,0.0000
87.62,-0.034541,-0.036691,0.046822,0.0000
93.04,-0.033987,-0.036749,0.045854,0.0000
98.37,-0.033439,-0.036722,0.044872,0.0000
103.70,-0.033439,-0.036722,0.044872,0.0000
109.04,-0.032748,-0.036750,0.043722,0.0000
114.40,-0.032015,-0.036731,0.042335,0.0000
119.71,-0.032015,-0.036731,0.042335,0.0000
125.04,-0.031080,-0.036695,0.040892,0.0000
130.66,-0.030199,-0.036671,0.039256,0.0000
135.96,-0.030199,-0.036671,0.039256,0.0000
141.28,-0.029363,-0.036706,0.037566,0.0000
146.71,-0.028407,-0.036660,0.035774,0.0000
152.02,-0.028407,-0.036660,0.035774,0.0000
157.34,-0.027280,-0.036654,0.033785,0.0000
162.66,-0.027280,-0.036654,0.033785,0.0000
167.98,-0.026161,-0.036584,0.031634,0.0000
173.35,-0.024806,-0.036562,0.029542,0.0000
178.68,-0.024806,-0.036562,0.029542,0.0000
183.97,-0.023366,-0.036562,0.027135,0.0000
189.31,-0.023366,-0.036562,0.027135,0.0000
194.62,-0.021831,-0.036535,0.024666,0.0000
199.92,-0.020170,-0.036513,0.022103,0.0000
205.29,-0.018335,-0.036379,0.019425,0.0000
210.62,-0.018335,-0.036379,0.019425,0.0000
215.91,-0.016433,-0.036348,0.016648,0.0000
221.24,-0.016433,-0.036348,0.016648,0.0000
226.56,-0.014299,-0.036286,0.013882,0.0000
232.48,-0.012052,-0.036238,0.010922,0.0000
237.79,-0.012052,-0.036238,0.010922,0.0000
