time_wall,time_ms,state_x,state_y,state_z,roll,pitch,yaw,u1_16,u2_16,u3_16,u4_16,controller_id,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw_deg,mocap_time_ms,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_mode
2026-03-10T16:48:17.247643+00:00,1773161297247.641,-0.077881,0.262451,0.513184,-0.263428,-0.537598,-0.350830,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297240.585,-0.081210,0.261411,0.512809,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.257470+00:00,1773161297257.469,-0.077820,0.262451,0.513184,-0.283203,-0.540039,-0.350830,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297249.530,-0.081197,0.261370,0.513056,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.268488+00:00,1773161297268.487,-0.077820,0.262451,0.513672,-0.298584,-0.534180,-0.351318,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297266.800,-0.081199,0.261226,0.513353,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.278282+00:00,1773161297278.281,-0.077759,0.262451,0.513672,-0.283936,-0.523438,-0.354980,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297275.529,-0.081160,0.261195,0.513591,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.289214+00:00,1773161297289.213,-0.077698,0.262207,0.514160,-0.272461,-0.495361,-0.352051,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297284.061,-0.081196,0.261129,0.513702,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.297715+00:00,1773161297297.715,-0.077881,0.262207,0.514160,-0.268311,-0.506348,-0.351807,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297292.759,-0.081150,0.261092,0.513911,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.308175+00:00,1773161297308.175,-0.077820,0.262207,0.514160,-0.264404,-0.528320,-0.358154,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297301.296,-0.081133,0.261032,0.514105,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.318223+00:00,1773161297318.222,-0.077759,0.262207,0.514648,-0.262695,-0.513672,-0.358154,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297309.759,-0.081126,0.260979,0.514267,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.328000+00:00,1773161297328.000,-0.077759,0.261963,0.514648,-0.283203,-0.515137,-0.360596,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297327.220,-0.081083,0.260873,0.514774,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.338653+00:00,1773161297338.652,-0.077698,0.261963,0.515137,-0.285156,-0.511719,-0.364258,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297335.730,-0.081106,0.260821,0.514913,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.348417+00:00,1773161297348.417,-0.077881,0.261963,0.515137,-0.281982,-0.499268,-0.371094,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297344.206,-0.081077,0.260758,0.515099,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.358976+00:00,1773161297358.975,-0.077881,0.261963,0.515137,-0.281982,-0.499268,-0.371094,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297353.064,-0.081126,0.260714,0.515241,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:48:17.368869+00:00,1773161297368.869,-0.077820,0.261963,0.515625,-0.270996,-0.534668,-0.377441,19415,21221,18641,21001,1,-0.056691,0.267880,0.500000,0.016846,1773161297361.593,-0.081132,0.260660,0.515427,0.000000,0.000000,0.000000,1.000000,position_only
