time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
1.26,-0.070408,-0.006778,0.012066,0.0000,0.000000,0.000000,0.000000,0.0000
6.63,-0.070442,-0.006886,0.012073,0.0000,0.000000,0.000000,0.000000,0.0000
12.02,-0.070447,-0.006976,0.012076,0.0000,0.000000,0.000000,0.000000,0.0000
17.40,-0.070447,-0.006976,0.012076,0.0000,-0.176336,-0.242705,0.000000,0.0000
22.89,-0.070463,-0.007074,0.012078,0.0000,-0.176336,-0.242705,0.000000,0.0000
28.40,-0.070460,-0.007172,0.012088,0.0000,-0.176336,-0.242705,0.000000,0.0000
33.76,-0.070460,-0.007172,0.012088,0.0000,-0.176336,-0.242705,0.000000,0.0000
39.16,-0.070505,-0.007281,0.012106,0.0000,-0.176336,-0.242705,0.000000,0.0000
44.61,-0.070498,-0.007381,0.012094,0.0000,-0.176336,-0.242705,0.000000,0.0000
49.95,-0.070498,-0.007381,0.012094,0.0000,-0.176336,-0.242705,0.000000,0.0000
55.29,-0.070547,-0.007528,0.012110,0.0000,-0.176336,-0.242705,0.000000,0.0000
60.63,-0.070578,-0.007640,0.012088,0.0000,-0.176336,-0.242705,0.000000,0.0000
66.00,-0.070578,-0.007640,0.012088,0.0000,-0.176336,-0.242705,0.000000,0.0000
71.40,-0.070627,-0.007808,0.012089,0.0000,-0.176336,-0.242705,0.000000,0.0000
76.75,-0.070627,-0.007808,0.012089,0.0000,-0.176336,-0.242705,0.000000,0.0000
82.39,-0.070712,-0.007994,0.012080,0.0000,-0.176336,-0.242705,0.000000,0.0000
87.79,-0.070793,-0.008246,0.012071,0.0000,-0.176336,-0.242705,0.000000,0.0000
93.16,-0.070793,-0.008246,0.012071,0.0000,-0.176336,-0.242705,0.000000,0.0000
98.53,-0.070921,-0.008542,0.012034,0.0000,-0.176336,-0.242705,0.000000,0.0000
103.97,-0.071113,-0.008921,0.012022,0.0000,-0.176336,-0.242705,0.000000,0.0000
109.32,-0.071113,-0.008921,0.012022,0.0000,-0.176336,-0.242705,0.000000,0.0000
114.70,-0.071272,-0.009305,0.011986,0.0000,-0.176336,-0.242705,0.000000,0.0000
120.08,-0.071467,-0.009702,0.011963,0.0000,-0.176336,-0.242705,0.000000,0.0000
125.45,-0.071467,-0.009702,0.011963,0.0000,-0.176336,-0.242705,0.000000,0.0000
130.79,-0.071701,-0.010176,0.011936,0.0000,-0.176336,-0.242705,0.000000,0.0000
136.13,-0.072021,-0.010677,0.011919,0.0000,-0.176336,-0.242705,0.000000,0.0000
141.45,-0.072021,-0.010677,0.011919,0.0000,-0.165315,-0.208786,0.000000,0.0000
146.93,-0.072362,-0.011262,0.011886,0.0000,-0.165315,-0.208786,0.000000,0.0000
152.31,-0.072589,-0.011961,0.011847,0.0000,-0.165315,-0.208786,0.000000,0.0000
157.63,-0.072589,-0.011961,0.011847,0.0000,-0.165315,-0.208786,0.000000,0.0000
162.98,-0.072962,-0.012655,0.011829,0.0000,-0.165315,-0.208786,0.000000,0.0000
168.32,-0.072962,-0.012655,0.011829,0.0000,-0.165315,-0.208786,0.000000,0.0000
173.63,-0.073362,-0.013455,0.011781,0.0000,-0.165315,-0.208786,0.000000,0.0000
179.01,-0.073812,-0.014315,0.011749,0.0000,-0.165315,-0.208786,0.000000,0.0000
184.51,-0.073812,-0.014315,0.011749,0.0000,-0.165315,-0.208786,0.000000,0.0000
189.86,-0.074311,-0.015184,0.011680,0.0000,-0.165315,-0.208786,0.000000,0.0000
195.24,-0.074795,-0.016103,0.011644,0.0000,-0.165315,-0.208786,0.000000,0.0000
