time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
2.37,-0.028471,-0.019312,0.003941,0.0000,0.000000,0.000000,0.000000,0.0000
7.75,-0.027869,-0.019118,0.003906,0.0000,0.000000,0.000000,0.000000,0.0000
13.05,-0.027869,-0.019118,0.003906,0.0000,0.000000,0.000000,0.000000,0.0000
18.69,-0.027195,-0.018900,0.003895,0.0000,-0.176336,-0.242705,0.000000,0.0000
24.12,-0.026433,-0.018667,0.003907,0.0000,-0.176336,-0.242705,0.000000,0.0000
29.47,-0.026433,-0.018667,0.003907,0.0000,-0.176336,-0.242705,0.000000,0.0000
34.88,-0.025669,-0.018407,0.003900,0.0000,-0.176336,-0.242705,0.000000,0.0000
40.20,-0.024866,-0.018102,0.003902,0.0000,-0.176336,-0.242705,0.000000,0.0000
45.56,-0.024866,-0.018102,0.003902,0.0000,-0.176336,-0.242705,0.000000,0.0000
50.88,-0.024141,-0.017844,0.003882,0.0000,-0.176336,-0.242705,0.000000,0.0000
56.21,-0.023355,-0.017579,0.003840,0.0000,-0.176336,-0.242705,0.000000,0.0000
61.60,-0.023355,-0.017579,0.003840,0.0000,-0.176336,-0.242705,0.000000,0.0000
67.01,-0.022556,-0.017218,0.003844,0.0000,-0.176336,-0.242705,0.000000,0.0000
72.38,-0.021765,-0.016932,0.003839,0.0000,-0.176336,-0.242705,0.000000,0.0000
77.72,-0.021765,-0.016932,0.003839,0.0000,-0.176336,-0.242705,0.000000,0.0000
83.08,-0.020971,-0.016684,0.003851,0.0000,-0.176336,-0.242705,0.000000,0.0000
88.40,-0.020971,-0.016684,0.003851,0.0000,-0.176336,-0.242705,0.000000,0.0000
93.80,-0.020172,-0.016399,0.003875,0.0000,-0.176336,-0.242705,0.000000,0.0000
99.30,-0.019364,-0.016095,0.003854,0.0000,-0.176336,-0.242705,0.000000,0.0000
104.66,-0.019364,-0.016095,0.003854,0.0000,-0.176336,-0.242705,0.000000,0.0000
109.99,-0.018613,-0.015826,0.003851,0.0000,-0.176336,-0.242705,0.000000,0.0000
115.36,-0.017849,-0.015647,0.003816,0.0000,-0.176336,-0.242705,0.000000,0.0000
120.78,-0.017849,-0.015647,0.003816,0.0000,-0.176336,-0.242705,0.000000,0.0000
126.26,-0.017191,-0.015521,0.003779,0.0000,-0.176336,-0.242705,0.000000,0.0000
131.78,-0.016521,-0.015294,0.003806,0.0000,-0.176336,-0.242705,0.000000,0.0000
137.08,-0.016521,-0.015294,0.003806,0.0000,-0.176336,-0.242705,0.000000,0.0000
142.41,-0.015848,-0.015163,0.003779,0.0000,-0.176336,-0.242705,0.000000,0.0000
147.79,-0.015181,-0.015004,0.003781,0.0000,-0.176336,-0.242705,0.000000,0.0000
153.18,-0.015181,-0.015004,0.003781,0.0000,-0.176336,-0.242705,0.000000,0.0000
158.56,-0.014623,-0.014871,0.003785,0.0000,-0.176336,-0.242705,0.000000,0.0000
