time_ms,x,y,z,yaw_deg
4.39,-0.000166,0.013220,0.028965,0.0292
9.77,-0.000533,0.013181,0.028909,0.0292
15.76,-0.000844,0.013176,0.028813,0.0292
21.24,-0.000844,0.013176,0.028813,0.0292
26.63,-0.001161,0.013157,0.028770,0.0292
32.22,-0.001448,0.013225,0.028757,0.0292
37.55,-0.001448,0.013225,0.028757,0.0292
42.92,-0.001761,0.013229,0.028722,0.0292
48.28,-0.002109,0.013215,0.028794,0.0292
53.62,-0.002109,0.013215,0.028794,0.0292
59.21,-0.002290,0.013270,0.028981,0.0292
64.54,-0.002290,0.013270,0.028981,0.0292
69.87,-0.002360,0.013374,0.029395,0.0292
75.29,-0.002362,0.013384,0.029982,0.0292
80.61,-0.002302,0.013397,0.030848,0.0292
85.93,-0.002302,0.013397,0.030848,0.0292
91.37,-0.002056,0.013440,0.031889,0.0292
97.28,-0.001742,0.013439,0.033260,0.0292
102.63,-0.001742,0.013439,0.033260,0.0292
108.14,-0.001422,0.013422,0.034907,0.0292
113.49,-0.000966,0.013466,0.036871,0.0292
118.81,-0.000966,0.013466,0.036871,0.0292
124.15,-0.000386,0.013477,0.039104,0.0292
129.47,-0.000386,0.013477,0.039104,0.0292
134.80,0.000264,0.013463,0.041608,0.0292
140.20,0.001178,0.013562,0.044480,0.0292
145.54,0.001178,0.013562,0.044480,0.0292
150.85,0.002145,0.013584,0.047620,0.0292
156.18,0.003234,0.013608,0.051158,0.0292
161.50,0.003234,0.013608,0.051158,0.0292
166.81,0.004496,0.013725,0.054992,0.0292
172.18,0.006000,0.013902,0.059156,0.0292
177.51,0.006000,0.013902,0.059156,0.0292
182.87,0.007666,0.014036,0.063632,0.0292
188.24,0.009561,0.014155,0.068286,0.0292
193.65,0.009561,0.014155,0.068286,0.0292
198.74,0.011664,0.014262,0.073261,0.0292
204.10,0.011664,0.014262,0.073261,0.0292
209.42,0.014028,0.014470,0.078536,0.0292
214.77,0.014028,0.014470,0.078536,0.0292
220.29,0.016559,0.014639,0.084082,0.0292
225.68,0.019379,0.014831,0.089766,0.0292
231.16,0.022346,0.015034,0.095710,0.0292
236.52,0.022346,0.015034,0.095710,0.0292
241.90,0.025576,0.015300,0.101838,0.0292
247.26,0.029094,0.015477,0.108439,0.0292
252.60,0.029094,0.015477,0.108439,0.0292
258.05,0.032772,0.015582,0.115065,0.0292
263.45,0.032772,0.015582,0.115065,0.0292
268.77,0.036673,0.015926,0.121687,0.0292
274.05,0.040884,0.016141,0.128643,0.0292
279.41,0.040884,0.016141,0.128643,0.0292
284.75,0.045212,0.016338,0.135691,0.0292
290.38,0.049869,0.016709,0.142982,0.0292
295.70,0.049869,0.016709,0.142982,0.0292
301.14,0.054652,0.016979,0.150420,0.0292
306.46,0.059650,0.017302,0.157986,0.0292
311.78,0.059650,0.017302,0.157986,0.0292
317.12,0.064898,0.017558,0.165594,0.0292
322.44,0.064898,0.017558,0.165594,0.0292
327.76,0.070279,0.017775,0.173333,0.0292
333.46,0.075964,0.018181,0.181322,0.0292
338.83,0.081690,0.018517,0.189315,0.0292
344.16,0.081690,0.018517,0.189315,0.0292
349.48,0.087733,0.018875,0.197508,0.0292
354.89,0.093792,0.019221,0.205634,0.0292
360.35,0.093792,0.019221,0.205634,0.0292
365.72,0.100201,0.019560,0.213910,0.0292
371.04,0.100201,0.019560,0.213910,0.0292
376.37,0.106510,0.019867,0.222364,0.0292
381.76,0.112905,0.020244,0.230785,0.0292
387.06,0.112905,0.020244,0.230785,0.0292
392.61,0.119386,0.020659,0.239452,0.0292
398.02,0.125906,0.021070,0.248112,0.0292
403.71,0.125906,0.021070,0.248112,0.0292
409.30,0.132400,0.021405,0.256834,0.0292
414.66,0.132400,0.021405,0.256834,0.0292
420.01,0.139005,0.021857,0.265570,0.0292
425.36,0.145660,0.022297,0.274538,0.0292
430.91,0.152346,0.022696,0.283432,0.0292
436.31,0.152346,0.022696,0.283432,0.0292
441.75,0.158906,0.023075,0.292270,0.0292
447.10,0.165690,0.023545,0.301184,0.0292
452.49,0.165690,0.023545,0.301184,0.0292
457.81,0.172369,0.024091,0.310349,0.0292
463.12,0.172369,0.024091,0.310349,0.0292
468.48,0.179000,0.024601,0.319410,0.0292
473.86,0.185691,0.024967,0.328474,0.0292
479.16,0.185691,0.024967,0.328474,0.0292
484.57,0.192225,0.025385,0.337617,0.0292
489.89,0.198711,0.025883,0.346885,0.0292
495.23,0.198711,0.025883,0.346885,0.0292
500.59,0.205103,0.026320,0.355974,0.0292
506.57,0.211414,0.026677,0.365248,0.0292
511.89,0.211414,0.026677,0.365248,0.0292
517.23,0.217590,0.027192,0.374438,0.0292
522.59,0.217590,0.027192,0.374438,0.0292
527.92,0.223604,0.027589,0.383704,0.0292
