time_wall,time_ms,state_x,state_y,state_z,roll,pitch,yaw,u1_16,u2_16,u3_16,u4_16,controller_id,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw_deg,mocap_time_ms,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_mode
2026-03-07T21:20:00.883004+00:00,1772918400883.001,0.436768,-0.561035,0.308105,-0.283691,-0.204102,-0.692871,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400877.992,0.434492,-0.562506,0.307931,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.892193+00:00,1772918400892.192,0.436768,-0.560547,0.308105,-0.284424,-0.215454,-0.686523,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400886.493,0.434496,-0.562502,0.307911,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.902189+00:00,1772918400902.188,0.436768,-0.560547,0.308105,-0.298584,-0.231934,-0.684082,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400894.935,0.434490,-0.562508,0.307889,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.912723+00:00,1772918400912.723,0.436768,-0.560547,0.308105,-0.311035,-0.268311,-0.685547,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400911.945,0.434495,-0.562485,0.307863,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.921685+00:00,1772918400921.685,0.436768,-0.560547,0.308105,-0.311035,-0.269287,-0.684570,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400920.428,0.434489,-0.562478,0.307868,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.932347+00:00,1772918400932.346,0.436768,-0.560547,0.308105,-0.333008,-0.270020,-0.688477,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400928.876,0.434467,-0.562486,0.307879,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.942318+00:00,1772918400942.317,0.436523,-0.561035,0.308105,-0.328613,-0.254883,-0.681152,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400937.518,0.434451,-0.562502,0.307866,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.952184+00:00,1772918400952.183,0.436523,-0.560547,0.308105,-0.308838,-0.244995,-0.677734,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400946.025,0.434424,-0.562476,0.307870,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.962736+00:00,1772918400962.735,0.436523,-0.560547,0.308105,-0.296631,-0.245850,-0.683594,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400954.710,0.434425,-0.562474,0.307896,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.972130+00:00,1772918400972.129,0.436523,-0.560547,0.308105,-0.289551,-0.253662,-0.681152,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400971.784,0.434401,-0.562476,0.307909,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.982050+00:00,1772918400982.049,0.436523,-0.560547,0.308105,-0.290039,-0.265381,-0.676270,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400980.331,0.434368,-0.562472,0.307931,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:00.992156+00:00,1772918400992.155,0.436523,-0.560547,0.308105,-0.299316,-0.265381,-0.667969,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400988.835,0.434352,-0.562466,0.307929,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.002163+00:00,1772918401002.162,0.436523,-0.560547,0.308105,-0.314453,-0.263184,-0.657715,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918400997.447,0.434364,-0.562445,0.307950,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.013061+00:00,1772918401013.060,0.436523,-0.560547,0.308105,-0.323730,-0.263428,-0.655762,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401005.945,0.434313,-0.562448,0.307976,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.022934+00:00,1772918401022.933,0.436523,-0.560547,0.308105,-0.311523,-0.254639,-0.640137,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401014.423,0.434282,-0.562519,0.307971,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.033096+00:00,1772918401033.095,0.436523,-0.560547,0.308350,-0.306641,-0.259033,-0.632812,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401031.705,0.434236,-0.562487,0.307992,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.043070+00:00,1772918401043.069,0.436523,-0.560547,0.308350,-0.302246,-0.264893,-0.631836,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401040.293,0.434227,-0.562488,0.308011,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.053113+00:00,1772918401053.111,0.436523,-0.560547,0.308350,-0.303711,-0.284668,-0.635254,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401048.850,0.434212,-0.562481,0.308015,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.063114+00:00,1772918401063.114,0.436279,-0.561035,0.308350,-0.307861,-0.305176,-0.633789,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401057.500,0.434138,-0.562501,0.308047,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T21:20:01.072968+00:00,1772918401072.968,0.436279,-0.560547,0.308350,-0.313721,-0.330078,-0.638184,0,0,0,0,1,0.450000,-0.550000,0.300000,0.000000,1772918401066.108,0.434122,-0.562467,0.308059,0.000000,0.000000,0.000000,1.000000,position_only
