time_wall,time_ms,state_x,state_y,state_z,roll,pitch,yaw,u1_16,u2_16,u3_16,u4_16,controller_id,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw_deg,mocap_time_ms,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_mode
2026-03-10T16:29:21.574553+00:00,1773160161574.546,0.744141,1.701172,0.292236,2.357422,12.656250,-5.992188,31538,14308,30087,16318,6,0.350000,1.050000,0.300000,0.000000,1773160161573.244,0.747334,1.703195,0.290260,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.585009+00:00,1773160161585.008,0.737793,1.704102,0.291748,3.242188,12.328125,-5.792969,28082,17527,26542,19255,6,0.350000,1.050000,0.300000,0.000000,1773160161581.836,0.742581,1.704898,0.289961,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.595477+00:00,1773160161595.476,0.731445,1.706055,0.291260,4.238281,11.968750,-5.777344,17087,28308,15243,29983,6,0.350000,1.050000,0.300000,0.000000,1773160161590.588,0.737781,1.706331,0.289862,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.604753+00:00,1773160161604.751,0.725586,1.708008,0.291016,5.316406,11.554688,-5.863281,19715,25618,17323,26981,6,0.350000,1.050000,0.300000,0.000000,1773160161599.120,0.732697,1.708064,0.289655,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.614230+00:00,1773160161614.229,0.718750,1.709961,0.290771,6.429688,11.148438,-5.753906,31830,13158,29228,14505,6,0.350000,1.050000,0.300000,0.000000,1773160161607.728,0.727500,1.709760,0.289353,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.625221+00:00,1773160161625.219,0.711914,1.712891,0.290771,7.574219,10.742188,-5.519531,29215,15623,26258,16320,6,0.350000,1.050000,0.300000,0.000000,1773160161625.026,0.716743,1.712569,0.289452,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.635284+00:00,1773160161635.283,0.704590,1.713867,0.290771,8.804688,10.304688,-5.460938,16736,27687,13534,28559,6,0.350000,1.050000,0.300000,0.000000,1773160161633.649,0.711216,1.713860,0.289540,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.645225+00:00,1773160161645.224,0.697754,1.715820,0.291016,10.062500,9.804688,-5.511719,18694,25593,14953,26206,6,0.350000,1.050000,0.300000,0.000000,1773160161642.177,0.705626,1.715142,0.289514,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.655246+00:00,1773160161655.245,0.690430,1.717773,0.291260,11.328125,9.312500,-5.339844,31292,12727,27405,13049,6,0.350000,1.050000,0.300000,0.000000,1773160161650.731,0.699945,1.716150,0.289733,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-10T16:29:21.665203+00:00,1773160161665.202,0.683105,1.718750,0.291260,12.562500,8.851562,-5.054688,29251,14491,24991,14554,6,0.350000,1.050000,0.300000,0.000000,1773160161659.477,0.694169,1.717140,0.289821,0.000000,0.000000,0.000000,1.000000,position_only
