time_ms,x,y,z,yaw_deg
1.22,-0.009690,0.018529,0.035456,0.0381
6.59,-0.009656,0.018545,0.035420,0.0381
11.96,-0.009656,0.018545,0.035420,0.0381
17.32,-0.009583,0.018587,0.035373,0.0381
22.68,-0.009415,0.018664,0.035346,0.0381
27.99,-0.009495,0.018668,0.035302,0.0381
33.35,-0.009495,0.018668,0.035302,0.0381
38.68,-0.009322,0.018752,0.035257,0.0381
44.00,-0.009354,0.018759,0.035148,0.0381
49.36,-0.009354,0.018759,0.035148,0.0381
54.68,-0.009139,0.018756,0.034984,0.0381
60.14,-0.008801,0.018801,0.034739,0.0381
65.58,-0.008801,0.018801,0.034739,0.0381
71.00,-0.008490,0.018841,0.034452,0.0381
76.91,-0.007998,0.018900,0.034014,0.0381
82.27,-0.007998,0.018900,0.034014,0.0381
87.59,-0.007441,0.018921,0.033494,0.0381
92.90,-0.007441,0.018921,0.033494,0.0381
98.22,-0.006839,0.018979,0.032877,0.0381
103.59,-0.006138,0.018950,0.031964,0.0381
108.88,-0.006138,0.018950,0.031964,0.0381
114.51,-0.005407,0.018927,0.030908,0.0381
119.99,-0.005407,0.018927,0.030908,0.0381
125.31,-0.004580,0.018968,0.029766,0.0381
130.62,-0.003639,0.019000,0.028618,0.0381
135.98,-0.002835,0.019025,0.027197,0.0381
141.30,-0.002835,0.019025,0.027197,0.0381
146.84,-0.001887,0.019062,0.025730,0.0381
152.23,-0.000904,0.019008,0.024117,0.0381
157.56,-0.000904,0.019008,0.024117,0.0381
162.86,0.000289,0.019117,0.022348,0.0381
168.19,0.000289,0.019117,0.022348,0.0381
173.55,0.001405,0.019174,0.020462,0.0381
179.32,0.002717,0.019194,0.018459,0.0381
184.62,0.002717,0.019194,0.018459,0.0381
189.94,0.004087,0.019199,0.016207,0.0381
195.27,0.005683,0.019254,0.014012,0.0381
200.61,0.005683,0.019254,0.014012,0.0381
206.12,0.007372,0.019338,0.011642,0.0381
211.45,0.007372,0.019338,0.011642,0.0381
216.76,0.009234,0.019352,0.009071,0.0381
222.08,0.011149,0.019423,0.006500,0.0381
227.40,0.013141,0.019453,0.003774,0.0381
232.68,0.013141,0.019453,0.003774,0.0381
238.01,0.015432,0.019522,0.000960,0.0381
243.56,0.017902,0.019563,-0.001949,0.0381
248.86,0.017902,0.019563,-0.001949,0.0381
254.29,0.020495,0.019606,-0.004916,0.0381
259.62,0.020495,0.019606,-0.004916,0.0381
264.95,0.023308,0.019669,-0.008079,0.0381
270.27,0.026216,0.019752,-0.011195,0.0381
275.64,0.026216,0.019752,-0.011195,0.0381
281.68,0.029321,0.019774,-0.014419,0.0381
287.00,0.032622,0.019839,-0.017620,0.0381
292.34,0.032622,0.019839,-0.017620,0.0381
297.81,0.036059,0.019935,-0.020944,0.0381
303.14,0.036059,0.019935,-0.020944,0.0381
308.45,0.039721,0.019948,-0.024305,0.0381
313.77,0.043572,0.020020,-0.027782,0.0381
319.10,0.047535,0.020126,-0.031175,0.0381
324.47,0.047535,0.020126,-0.031175,0.0381
329.74,0.051731,0.020237,-0.034574,0.0381
335.18,0.051731,0.020237,-0.034574,0.0381
340.52,0.056122,0.020289,-0.037973,0.0381
345.85,0.060637,0.020406,-0.041464,0.0381
351.17,0.060637,0.020406,-0.041464,0.0381
356.48,0.065434,0.020507,-0.044861,0.0381
362.49,0.070297,0.020617,-0.048314,0.0381
367.79,0.070297,0.020617,-0.048314,0.0381
373.13,0.075239,0.020776,-0.051630,0.0381
378.47,0.080389,0.020864,-0.054849,0.0381
383.75,0.080389,0.020864,-0.054849,0.0381
389.19,0.085617,0.020930,-0.057949,0.0381
394.68,0.090985,0.021040,-0.060795,0.0381
400.07,0.090985,0.021040,-0.060795,0.0381
405.41,0.096348,0.021174,-0.063567,0.0381
410.74,0.101907,0.021326,-0.066170,0.0381
416.10,0.101907,0.021326,-0.066170,0.0381
421.46,0.107706,0.021485,-0.068542,0.0381
426.82,0.107706,0.021485,-0.068542,0.0381
432.42,0.113466,0.021796,-0.070721,0.0381
437.85,0.119363,0.021987,-0.072777,0.0381
443.47,0.125255,0.022106,-0.074611,0.0381
448.99,0.125255,0.022106,-0.074611,0.0381
454.34,0.131271,0.022351,-0.076201,0.0381
459.63,0.131271,0.022351,-0.076201,0.0381
465.13,0.137427,0.022601,-0.077686,0.0381
470.68,0.143365,0.022829,-0.078807,0.0381
476.00,0.143365,0.022829,-0.078807,0.0381
481.43,0.149481,0.023095,-0.079804,0.0381
486.74,0.155503,0.023381,-0.080605,0.0381
492.18,0.155503,0.023381,-0.080605,0.0381
497.50,0.161547,0.023583,-0.081208,0.0381
503.00,0.167406,0.023807,-0.081623,0.0381
508.37,0.167406,0.023807,-0.081623,0.0381
513.68,0.173199,0.024040,-0.081959,0.0381
519.04,0.173199,0.024040,-0.081959,0.0381
524.37,0.178920,0.024381,-0.082052,0.0381
529.72,0.184568,0.024681,-0.081916,0.0381
535.03,0.184568,0.024681,-0.081916,0.0381
540.46,0.190048,0.024951,-0.081728,0.0381
545.74,0.195369,0.025322,-0.081308,0.0381
551.10,0.195369,0.025322,-0.081308,0.0381
556.48,0.200598,0.025638,-0.080800,0.0381
561.80,0.205683,0.026019,-0.080153,0.0381
567.80,0.205683,0.026019,-0.080153,0.0381
573.12,0.210637,0.026430,-0.079453,0.0381
578.44,0.215392,0.026732,-0.078565,0.0381
583.79,0.215392,0.026732,-0.078565,0.0381
589.21,0.219979,0.027057,-0.077665,0.0381
594.72,0.224425,0.027492,-0.076633,0.0381
600.03,0.224425,0.027492,-0.076633,0.0381
605.44,0.228612,0.027898,-0.075604,0.0381
610.74,0.232692,0.028284,-0.074389,0.0381
616.05,0.232692,0.028284,-0.074389,0.0381
621.43,0.236553,0.028628,-0.073184,0.0381
626.82,0.236553,0.028628,-0.073184,0.0381
632.13,0.240242,0.029006,-0.072030,0.0381
637.52,0.243690,0.029384,-0.070714,0.0381
642.80,0.243690,0.029384,-0.070714,0.0381
648.18,0.246897,0.029744,-0.069422,0.0381
