time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
1.23,-0.039874,0.013612,0.010638,0.0000,0.000000,0.000000,0.000000,0.0000
6.59,-0.039812,0.013588,0.010649,0.0000,0.000000,0.000000,0.000000,0.0000
11.91,-0.039812,0.013588,0.010649,0.0000,0.000000,0.000000,0.000000,0.0000
17.24,-0.039756,0.013558,0.010659,0.0000,0.000000,0.000000,0.000000,0.0000
22.59,-0.039685,0.013517,0.010690,0.0000,0.600000,0.000000,0.000000,0.0000
27.95,-0.039685,0.013517,0.010690,0.0000,0.600000,0.000000,0.000000,0.0000
33.28,-0.039640,0.013499,0.010699,0.0000,0.600000,0.000000,0.000000,0.0000
38.59,-0.039583,0.013479,0.010718,0.0000,0.600000,0.000000,0.000000,0.0000
43.95,-0.039583,0.013479,0.010718,0.0000,0.600000,0.000000,0.000000,0.0000
49.29,-0.039510,0.013439,0.010725,0.0000,0.600000,0.000000,0.000000,0.0000
54.59,-0.039399,0.013399,0.010743,0.0000,0.600000,0.000000,0.000000,0.0000
59.98,-0.039399,0.013399,0.010743,0.0000,0.600000,0.000000,0.000000,0.0000
65.83,-0.039266,0.013364,0.010771,0.0000,0.600000,0.000000,0.000000,0.0000
71.15,-0.038998,0.013360,0.010780,0.0000,0.600000,0.000000,0.000000,0.0000
76.49,-0.038998,0.013360,0.010780,0.0000,0.600000,0.000000,0.000000,0.0000
81.78,-0.038643,0.013362,0.010839,0.0000,0.600000,0.000000,0.000000,0.0000
87.11,-0.038643,0.013362,0.010839,0.0000,0.600000,0.000000,0.000000,0.0000
92.46,-0.038190,0.013382,0.010901,0.0000,0.600000,0.000000,0.000000,0.0000
97.77,-0.037650,0.013426,0.010924,0.0000,0.600000,0.000000,0.000000,0.0000
103.13,-0.037650,0.013426,0.010924,0.0000,0.600000,0.000000,0.000000,0.0000
108.71,-0.036932,0.013490,0.010937,0.0000,0.600000,0.000000,0.000000,0.0000
114.05,-0.036119,0.013533,0.010933,0.0000,0.600000,0.000000,0.000000,0.0000
119.36,-0.036119,0.013533,0.010933,0.0000,0.600000,0.000000,0.000000,0.0000
125.23,-0.035077,0.013585,0.010898,0.0000,0.600000,0.000000,0.000000,0.0000
130.65,-0.033731,0.013669,0.010747,0.0000,0.600000,0.000000,0.000000,0.0000
135.99,-0.033731,0.013669,0.010747,0.0000,0.600000,0.000000,0.000000,0.0000
141.34,-0.031976,0.013813,0.010619,0.0000,0.600000,0.000000,0.000000,0.0000
146.74,-0.029873,0.014033,0.010195,0.0000,0.600000,0.000000,0.000000,0.0000
152.11,-0.029873,0.014033,0.010195,0.0000,0.600000,0.000000,0.000000,0.0000
157.50,-0.027184,0.014303,0.009679,0.0000,0.600000,0.000000,0.000000,0.0000
162.83,-0.023969,0.014577,0.008946,0.0000,0.600000,0.000000,0.000000,0.0000
168.72,-0.023969,0.014577,0.008946,0.0000,0.600000,0.000000,0.000000,0.0000
174.17,-0.020836,0.014624,0.007201,0.0000,0.600000,0.000000,0.000000,0.0000
179.50,-0.017104,0.014915,0.005381,0.0000,0.600000,0.000000,0.000000,0.0000
184.84,-0.017104,0.014915,0.005381,0.0000,0.600000,0.000000,0.000000,0.0000
190.18,-0.012691,0.015481,0.003115,0.0000,0.600000,0.000000,0.000000,0.0000
195.50,-0.012691,0.015481,0.003115,0.0000,0.600000,0.000000,0.000000,0.0000
200.83,-0.007680,0.015988,0.000392,0.0000,0.600000,0.000000,0.000000,0.0000
206.32,-0.002068,0.017208,-0.003019,0.0000,0.600000,0.000000,0.000000,0.0000
211.71,-0.002068,0.017208,-0.003019,0.0000,0.600000,0.000000,0.000000,0.0000
217.03,0.003356,0.018153,-0.007602,0.0000,0.600000,0.000000,0.000000,0.0000
222.46,0.007995,0.018245,-0.015256,0.0000,0.600000,0.000000,0.000000,0.0000
227.78,0.007995,0.018245,-0.015256,0.0000,0.600000,0.000000,0.000000,0.0000
233.17,0.013071,0.018414,-0.022533,0.0000,0.600000,0.000000,0.000000,0.0000
238.71,0.017745,0.019031,-0.030603,0.0000,0.600000,0.000000,0.000000,0.0000
244.08,0.017745,0.019031,-0.030603,0.0000,0.600000,0.000000,0.000000,0.0000
249.45,0.022212,0.019830,-0.039724,0.0000,0.600000,0.000000,0.000000,0.0000
254.83,0.026680,0.019284,-0.050312,0.0000,0.600000,0.000000,0.000000,0.0000
260.65,0.026680,0.019284,-0.050312,0.0000,0.600000,0.000000,0.000000,0.0000
266.01,0.029056,0.020133,-0.059925,0.0000,0.600000,0.000000,0.000000,0.0000
271.88,0.031914,0.020006,-0.068959,0.0000,0.600000,0.000000,0.000000,0.0000
277.23,0.031914,0.020006,-0.068959,0.0000,0.600000,0.000000,0.000000,0.0000
282.55,0.035173,0.020352,-0.078251,0.0000,0.600000,0.000000,0.000000,0.0000
287.90,0.035173,0.020352,-0.078251,0.0000,0.600000,0.000000,0.000000,0.0000
293.26,0.038288,0.020819,-0.088407,0.0000,0.600000,0.000000,0.000000,0.0000
298.59,0.042351,0.020785,-0.099535,0.0000,0.600000,0.000000,0.000000,0.0000
303.92,0.042351,0.020785,-0.099535,0.0000,0.600000,0.000000,0.000000,0.0000
309.47,0.046372,0.021312,-0.111443,0.0000,0.600000,0.000000,0.000000,0.0000
314.77,0.049926,0.021829,-0.124545,0.0000,0.600000,0.000000,0.000000,0.0000
320.13,0.049926,0.021829,-0.124545,0.0000,0.600000,0.000000,0.000000,0.0000
325.50,0.053662,0.022314,-0.138293,0.0000,0.600000,0.000000,0.000000,0.0000
331.02,0.057483,0.023179,-0.152844,0.0000,0.600000,0.000000,0.000000,0.0000
336.37,0.057483,0.023179,-0.152844,0.0000,0.600000,0.000000,0.000000,0.0000
341.73,0.060883,0.024003,-0.168360,0.0000,0.600000,0.000000,0.000000,0.0000
347.08,0.064471,0.024753,-0.185086,0.0000,0.600000,0.000000,0.000000,0.0000
352.46,0.064471,0.024753,-0.185086,0.0000,0.600000,0.000000,0.000000,0.0000
357.76,0.066651,0.026333,-0.202168,0.0000,0.600000,0.000000,0.000000,0.0000
363.10,0.068588,0.027817,-0.220137,0.0000,0.600000,0.000000,0.000000,0.0000
368.43,0.068588,0.027817,-0.220137,0.0000,0.600000,0.000000,0.000000,0.0000
374.12,0.072373,0.028967,-0.231833,0.0000,0.600000,0.000000,0.000000,0.0000
379.48,0.080837,0.032899,-0.220246,0.0000,0.600000,0.000000,0.000000,0.0000
384.83,0.080837,0.032899,-0.220246,0.0000,0.600000,0.000000,0.000000,0.0000
390.19,0.090415,0.036465,-0.209794,0.0000,0.600000,0.000000,0.000000,0.0000
395.56,0.090415,0.036465,-0.209794,0.0000,0.600000,0.000000,0.000000,0.0000
400.93,0.101134,0.039403,-0.200837,0.0000,0.600000,0.000000,0.000000,0.0000
406.41,0.112330,0.041967,-0.193874,0.0000,0.600000,0.000000,0.000000,0.0000
411.73,0.112330,0.041967,-0.193874,0.0000,0.600000,0.000000,0.000000,0.0000
417.40,0.123785,0.043659,-0.189041,0.0000,0.600000,0.000000,0.000000,0.0000
422.71,0.134989,0.045233,-0.185613,0.0000,0.600000,0.000000,0.000000,0.0000
428.07,0.134989,0.045233,-0.185613,0.0000,0.600000,0.000000,0.000000,0.0000
433.50,0.145820,0.045665,-0.185294,0.0000,0.600000,0.000000,0.000000,0.0000
438.86,0.155434,0.047123,-0.185181,0.0000,0.600000,0.000000,0.000000,0.0000
444.23,0.155434,0.047123,-0.185181,0.0000,0.600000,0.000000,0.000000,0.0000
449.55,0.165063,0.048179,-0.187741,0.0000,0.600000,0.000000,0.000000,0.0000
454.89,0.172645,0.048084,-0.190308,0.0000,0.600000,0.000000,0.000000,0.0000
460.28,0.172645,0.048084,-0.190308,0.0000,0.600000,0.000000,0.000000,0.0000
465.65,0.175428,0.049110,-0.194253,0.0000,0.600000,0.000000,0.000000,0.0000
471.09,0.180991,0.061268,-0.198157,0.0000,0.600000,0.000000,0.000000,0.0000
477.11,0.180991,0.061268,-0.198157,0.0000,0.600000,0.000000,0.000000,0.0000
482.51,0.183360,0.060115,-0.203176,0.0000,0.600000,0.000000,0.000000,0.0000
487.85,0.183360,0.060115,-0.203176,0.0000,0.600000,0.000000,0.000000,0.0000
493.23,0.186040,0.064925,-0.203058,0.0000,0.600000,0.000000,0.000000,0.0000
498.56,0.188734,0.068489,-0.203133,0.0000,0.600000,0.000000,0.000000,0.0000
503.88,0.188734,0.068489,-0.203133,0.0000,0.600000,0.000000,0.000000,0.0000
509.21,0.192509,0.072510,-0.202969,0.0000,0.600000,0.000000,0.000000,0.0000
514.74,0.197256,0.077331,-0.201741,0.0000,0.600000,0.000000,0.000000,0.0000
520.07,0.197256,0.077331,-0.201741,0.0000,0.600000,0.000000,0.000000,0.0000
525.43,0.204716,0.081328,-0.200552,0.0000,0.600000,0.000000,0.000000,0.0000
530.71,0.213569,0.084896,-0.199885,0.0000,0.600000,0.000000,0.000000,0.0000
536.04,0.213569,0.084896,-0.199885,0.0000,0.600000,0.000000,0.000000,0.0000
541.40,0.224579,0.087690,-0.200745,0.0000,0.600000,0.000000,0.000000,0.0000
546.71,0.236989,0.089967,-0.203313,0.0000,0.600000,0.000000,0.000000,0.0000
552.10,0.236989,0.089967,-0.203313,0.0000,0.600000,0.000000,0.000000,0.0000
557.49,0.250345,0.091453,-0.208833,0.0000,0.600000,0.000000,0.000000,0.0000
562.77,0.263666,0.092385,-0.216803,0.0000,0.600000,0.000000,0.000000,0.0000
568.15,0.263666,0.092385,-0.216803,0.0000,0.600000,0.000000,0.000000,0.0000
573.53,0.275937,0.092836,-0.228181,0.0000,0.600000,0.000000,0.000000,0.0000
578.54,0.275937,0.092836,-0.228181,0.0000,0.426967,0.019593,0.000000,0.0000
583.90,0.281253,0.092944,-0.226852,0.0000,0.426967,0.019593,0.000000,0.0000
589.24,0.282217,0.095120,-0.219442,0.0000,0.426967,0.019593,0.000000,0.0000
