time_wall,time_ms,state_x,state_y,state_z,roll,pitch,yaw,u1_16,u2_16,u3_16,u4_16,controller_id,setpoint_x,setpoint_y,setpoint_z,setpoint_yaw_deg,mocap_time_ms,mocap_x,mocap_y,mocap_z,mocap_qx,mocap_qy,mocap_qz,mocap_qw,mocap_mode
2026-03-07T23:05:18.235271+00:00,1772924718235.269,-0.039551,-0.558105,0.651855,0.168213,-0.317139,0.174561,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718231.793,-0.043249,-0.559337,0.651309,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.245612+00:00,1772924718245.611,-0.039398,-0.558105,0.651855,0.170898,-0.276855,0.181152,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718240.333,-0.042938,-0.559200,0.651194,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.254660+00:00,1772924718254.658,-0.039032,-0.558105,0.651367,0.178467,-0.281738,0.177856,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718248.876,-0.042603,-0.559086,0.651083,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.265268+00:00,1772924718265.268,-0.038666,-0.557617,0.651367,0.172485,-0.302979,0.170898,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718257.600,-0.042238,-0.558925,0.650966,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.275386+00:00,1772924718275.385,-0.038239,-0.557617,0.651367,0.168701,-0.289795,0.171509,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718274.817,-0.041618,-0.558657,0.650731,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.284542+00:00,1772924718284.541,-0.037842,-0.557617,0.651367,0.155029,-0.275146,0.169312,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718283.317,-0.041367,-0.558525,0.650632,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.295231+00:00,1772924718295.230,-0.037476,-0.557129,0.650879,0.140503,-0.265137,0.175171,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718291.925,-0.041058,-0.558361,0.650519,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.305678+00:00,1772924718305.676,-0.037109,-0.557129,0.650879,0.145020,-0.234253,0.180908,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718300.422,-0.040758,-0.558246,0.650378,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.315140+00:00,1772924718315.139,-0.036987,-0.557129,0.650879,0.154663,-0.187134,0.192505,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718308.943,-0.040480,-0.558107,0.650292,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.325644+00:00,1772924718325.643,-0.036652,-0.557129,0.650391,0.149414,-0.143555,0.203369,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718317.479,-0.040147,-0.557990,0.650162,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.335263+00:00,1772924718335.262,-0.036255,-0.556641,0.650391,0.143921,-0.164429,0.207642,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718334.918,-0.039577,-0.557810,0.649911,0.000000,0.000000,0.000000,1.000000,position_only
2026-03-07T23:05:18.346051+00:00,1772924718346.050,-0.035889,-0.556641,0.650391,0.127686,-0.201416,0.209473,0,0,0,0,1,0.000000,-0.550000,0.600000,0.000000,1772924718343.473,-0.039241,-0.557689,0.649799,0.000000,0.000000,0.000000,1.000000,position_only
