time_ms,x,y,z,yaw_deg
2.30,0.024724,-0.036442,0.042547,0.0000
7.78,0.024758,-0.036288,0.042453,0.0000
13.15,0.024758,-0.036288,0.042453,0.0000
18.48,0.024746,-0.036061,0.042384,0.0000
23.93,0.024792,-0.035862,0.042288,0.0000
29.34,0.024792,-0.035862,0.042288,0.0000
34.66,0.024829,-0.035626,0.042268,0.0000
39.98,0.024934,-0.035335,0.042330,0.0000
45.31,0.024934,-0.035335,0.042330,0.0000
50.64,0.025150,-0.035025,0.042456,0.0000
56.03,0.025150,-0.035025,0.042456,0.0000
61.35,0.025622,-0.034824,0.042679,0.0000
66.66,0.026046,-0.034690,0.043024,0.0000
71.99,0.026046,-0.034690,0.043024,0.0000
77.39,0.026587,-0.034484,0.043384,0.0000
82.80,0.027253,-0.034227,0.043929,0.0000
88.18,0.027253,-0.034227,0.043929,0.0000
93.55,0.027974,-0.034081,0.044563,0.0000
99.15,0.028722,-0.033808,0.045363,0.0000
104.49,0.028722,-0.033808,0.045363,0.0000
110.17,0.029544,-0.033591,0.046374,0.0000
115.67,0.030478,-0.033386,0.047392,0.0000
121.03,0.030478,-0.033386,0.047392,0.0000
126.39,0.031471,-0.033145,0.048627,0.0000
131.73,0.032648,-0.032933,0.049967,0.0000
137.12,0.032648,-0.032933,0.049967,0.0000
142.48,0.033872,-0.032630,0.051366,0.0000
147.98,0.035283,-0.032301,0.052959,0.0000
153.31,0.035283,-0.032301,0.052959,0.0000
158.67,0.036931,-0.032081,0.054671,0.0000
164.07,0.036931,-0.032081,0.054671,0.0000
169.46,0.038663,-0.031766,0.056421,0.0000
174.84,0.040585,-0.031556,0.058337,0.0000
180.17,0.040585,-0.031556,0.058337,0.0000
185.78,0.042672,-0.031242,0.060296,0.0000
191.14,0.044987,-0.030964,0.062305,0.0000
196.50,0.044987,-0.030964,0.062305,0.0000
202.22,0.047385,-0.030655,0.064413,0.0000
207.59,0.050125,-0.030293,0.066616,0.0000
213.42,0.050125,-0.030293,0.066616,0.0000
218.78,0.052999,-0.030057,0.068884,0.0000
224.12,0.055987,-0.029707,0.071108,0.0000
229.45,0.055987,-0.029707,0.071108,0.0000
234.78,0.059232,-0.029459,0.073457,0.0000
240.09,0.062656,-0.029214,0.075787,0.0000
245.52,0.062656,-0.029214,0.075787,0.0000
250.94,0.066380,-0.028857,0.078188,0.0000
256.31,0.070248,-0.028567,0.080556,0.0000
261.67,0.070248,-0.028567,0.080556,0.0000
267.00,0.074333,-0.028224,0.083072,0.0000
272.38,0.074333,-0.028224,0.083072,0.0000
277.73,0.078569,-0.027872,0.085611,0.0000
283.07,0.082955,-0.027476,0.088094,0.0000
288.40,0.082955,-0.027476,0.088094,0.0000
293.84,0.087647,-0.027143,0.090625,0.0000
299.24,0.092577,-0.026905,0.093147,0.0000
304.58,0.092577,-0.026905,0.093147,0.0000
309.91,0.097524,-0.026641,0.095649,0.0000
315.67,0.102732,-0.026280,0.098187,0.0000
321.03,0.102732,-0.026280,0.098187,0.0000
326.36,0.108122,-0.025855,0.100826,0.0000
331.74,0.113701,-0.025538,0.103327,0.0000
337.06,0.113701,-0.025538,0.103327,0.0000
342.48,0.119443,-0.025252,0.105881,0.0000
347.78,0.119443,-0.025252,0.105881,0.0000
353.14,0.125210,-0.025004,0.108404,0.0000
358.48,0.131393,-0.024599,0.111013,0.0000
363.85,0.131393,-0.024599,0.111013,0.0000
369.22,0.137577,-0.024247,0.113621,0.0000
374.58,0.143909,-0.024000,0.116107,0.0000
379.90,0.143909,-0.024000,0.116107,0.0000
385.23,0.150541,-0.023624,0.118616,0.0000
390.84,0.157167,-0.023485,0.121065,0.0000
396.30,0.157167,-0.023485,0.121065,0.0000
401.64,0.163995,-0.023092,0.123636,0.0000
406.97,0.170879,-0.022855,0.126115,0.0000
412.31,0.170879,-0.022855,0.126115,0.0000
417.94,0.178031,-0.022539,0.128703,0.0000
423.30,0.185210,-0.022252,0.131150,0.0000
428.67,0.185210,-0.022252,0.131150,0.0000
434.03,0.192547,-0.021998,0.133647,0.0000
439.37,0.192547,-0.021998,0.133647,0.0000
444.72,0.199942,-0.021708,0.136141,0.0000
450.20,0.207358,-0.021435,0.138675,0.0000
455.58,0.207358,-0.021435,0.138675,0.0000
460.91,0.214851,-0.021180,0.141229,0.0000
466.27,0.222502,-0.020954,0.143544,0.0000
471.59,0.222502,-0.020954,0.143544,0.0000
476.96,0.230234,-0.020745,0.145996,0.0000
482.41,0.238034,-0.020442,0.148480,0.0000
487.72,0.238034,-0.020442,0.148480,0.0000
493.12,0.245791,-0.020268,0.150788,0.0000
498.49,0.253647,-0.019977,0.153249,0.0000
503.84,0.253647,-0.019977,0.153249,0.0000
509.18,0.261462,-0.019732,0.155630,0.0000
514.58,0.269311,-0.019588,0.158027,0.0000
520.26,0.269311,-0.019588,0.158027,0.0000
525.62,0.277201,-0.019308,0.160311,0.0000
