time_ms,x,y,z,yaw_deg,sp_x,sp_y,sp_z,sp_yaw_deg
-0.56,-0.047778,-0.044251,0.053767,0.0000,0.000000,0.000000,0.000000,0.0000
4.57,-0.047778,-0.044251,0.053767,0.0000,0.000000,0.000000,0.000000,0.0000
9.93,-0.047608,-0.044072,0.053815,0.0000,-0.352671,-0.485410,0.000000,0.0000
15.27,-0.047406,-0.043840,0.053876,0.0000,-0.352671,-0.485410,0.000000,0.0000
20.62,-0.047406,-0.043840,0.053876,0.0000,-0.352671,-0.485410,0.000000,0.0000
25.90,-0.047162,-0.043601,0.053935,0.0000,-0.352671,-0.485410,0.000000,0.0000
31.36,-0.047162,-0.043601,0.053935,0.0000,-0.352671,-0.485410,0.000000,0.0000
36.72,-0.046934,-0.043396,0.053958,0.0000,-0.352671,-0.485410,0.000000,0.0000
42.19,-0.046843,-0.043254,0.054013,0.0000,-0.352671,-0.485410,0.000000,0.0000
47.54,-0.046843,-0.043254,0.054013,0.0000,-0.352671,-0.485410,0.000000,0.0000
53.01,-0.046830,-0.043208,0.054075,0.0000,-0.352671,-0.485410,0.000000,0.0000
58.44,-0.046892,-0.043293,0.054138,0.0000,-0.352671,-0.485410,0.000000,0.0000
63.45,-0.046892,-0.043293,0.054138,0.0000,-0.352671,-0.485410,0.000000,0.0000
68.79,-0.047072,-0.043492,0.054175,0.0000,-0.352671,-0.485410,0.000000,0.0000
74.31,-0.047331,-0.043792,0.054224,0.0000,-0.352671,-0.485410,0.000000,0.0000
79.66,-0.047331,-0.043792,0.054224,0.0000,-0.352671,-0.485410,0.000000,0.0000
85.11,-0.047580,-0.044219,0.054200,0.0000,-0.352671,-0.485410,0.000000,0.0000
90.46,-0.047972,-0.044749,0.054172,0.0000,-0.352671,-0.485410,0.000000,0.0000
96.13,-0.047972,-0.044749,0.054172,0.0000,-0.352671,-0.485410,0.000000,0.0000
101.53,-0.048302,-0.045164,0.054179,0.0000,-0.352671,-0.485410,0.000000,0.0000
106.87,-0.048708,-0.045642,0.054107,0.0000,-0.352671,-0.485410,0.000000,0.0000
112.32,-0.048708,-0.045642,0.054107,0.0000,-0.334110,-0.428283,0.000000,0.0000
117.65,-0.049269,-0.046270,0.054050,0.0000,-0.334110,-0.428283,0.000000,0.0000
123.02,-0.049269,-0.046270,0.054050,0.0000,-0.334110,-0.428283,0.000000,0.0000
128.38,-0.049824,-0.046940,0.053996,0.0000,-0.334110,-0.428283,0.000000,0.0000
133.96,-0.050306,-0.047629,0.053890,0.0000,-0.334110,-0.428283,0.000000,0.0000
139.29,-0.050306,-0.047629,0.053890,0.0000,-0.334110,-0.428283,0.000000,0.0000
144.67,-0.050988,-0.048512,0.053812,0.0000,-0.334110,-0.428283,0.000000,0.0000
150.01,-0.051766,-0.049481,0.053681,0.0000,-0.334110,-0.428283,0.000000,0.0000
155.44,-0.051766,-0.049481,0.053681,0.0000,-0.334110,-0.428283,0.000000,0.0000
160.78,-0.052511,-0.050544,0.053525,0.0000,-0.334110,-0.428283,0.000000,0.0000
166.16,-0.053466,-0.051813,0.053282,0.0000,-0.334110,-0.428283,0.000000,0.0000
171.50,-0.053466,-0.051813,0.053282,0.0000,-0.334110,-0.428283,0.000000,0.0000
176.90,-0.054451,-0.053159,0.053039,0.0000,-0.334110,-0.428283,0.000000,0.0000
182.24,-0.055690,-0.054675,0.052859,0.0000,-0.334110,-0.428283,0.000000,0.0000
187.59,-0.055690,-0.054675,0.052859,0.0000,-0.334110,-0.428283,0.000000,0.0000
192.91,-0.056898,-0.056369,0.052510,0.0000,-0.334110,-0.428283,0.000000,0.0000
198.41,-0.058131,-0.058076,0.052266,0.0000,-0.334110,-0.428283,0.000000,0.0000
203.72,-0.058131,-0.058076,0.052266,0.0000,-0.334110,-0.428283,0.000000,0.0000
209.10,-0.059679,-0.060077,0.051929,0.0000,-0.334110,-0.428283,0.000000,0.0000
214.49,-0.059679,-0.060077,0.051929,0.0000,-0.315548,-0.371156,0.000000,0.0000
219.78,-0.061355,-0.062177,0.051559,0.0000,-0.315548,-0.371156,0.000000,0.0000
225.14,-0.062999,-0.064401,0.051221,0.0000,-0.315548,-0.371156,0.000000,0.0000
230.49,-0.062999,-0.064401,0.051221,0.0000,-0.315548,-0.371156,0.000000,0.0000
236.07,-0.064871,-0.066842,0.050870,0.0000,-0.315548,-0.371156,0.000000,0.0000
241.42,-0.066722,-0.069278,0.050306,0.0000,-0.315548,-0.371156,0.000000,0.0000
246.74,-0.066722,-0.069278,0.050306,0.0000,-0.315548,-0.371156,0.000000,0.0000
252.11,-0.068780,-0.071953,0.049875,0.0000,-0.315548,-0.371156,0.000000,0.0000
